Ville,Habitants par Salon
sainte-marie-de-gosse,1209.0
bouin-plumoison,503.0
hon-hergies,868.0
boujan-sur-libron,3433.0
bresles,4191.0
rainneville,1004.0
saint-arnoult-en-yvelines,6139.0
chauvigny,7164.0
guerting,874.0
douarnenez,14265.0
chanu,1274.0
la chapelle-sous-orbais,56.0
galgon,3065.0
vireux-wallerand,2019.0
saint-michel-de-maurienne,2731.0
donnemarie-dontilly,2880.0
vieille-brioude,1233.0
valognes,7070.0
pornichet,10962.0
simorre,727.0
pibrac,8712.0
vayres-sur-essonne,996.0
thaon,1602.0
toufflers,3924.0
peyssies,576.0
limay,16932.0
ouistreham,9229.0
rouy,621.0
jarnac,4536.0
villiers-le-sec,722.0
villiers-le-sec,49.0
villiers-le-sec,188.0
mirebeau,2251.0
mozac,3942.0
montgesoye,474.0
dagneux,4772.0
aspach-le-bas,1349.0
le bernard,1233.0
dun-sur-auron,3921.0
torpes,1036.0
torpes,376.0
sillans,1955.0
port-sainte-foy-et-ponchapt,2544.0
flize,1775.0
illkirch-graffenstaden,27446.0
jarville-la-malgrange,9523.0
plouhinec,4093.0
plouhinec,5479.0
bartenheim,3889.0
ronchin,19349.0
amanvillers,2184.0
longchamp,1289.0
longchamp,71.0
longchamp,467.0
villerville,641.0
vallet,9185.0
gerstheim,3472.0
la haye-pesnel,1356.0
praz-sur-arly,1264.0
yutz,16791.0
bauzy,282.0
fameck,14056.0
mimet,4560.0
linselles,8469.0
bootzheim,734.0
jumilhac-le-grand,1289.0
sault,1404.0
saint-denis-des-monts,213.0
felletin,1806.0
saint-hilaire-du-rosier,1916.0
canly,801.0
alixan,2584.0
fontcouverte,556.0
fontcouverte,2409.0
bois-le-roi,1203.0
bois-le-roi,6025.0
rang,423.0
ouillon,565.0
narcy,252.0
narcy,517.0
saint-jeannet,55.0
saint-jeannet,4234.0
saint-jorioz,5927.0
taverny,26630.0
saint-vincent,200.0
saint-vincent,1032.0
saint-vincent,421.0
saint-vincent,408.0
yzernay,1871.0
bellevigne,1354.0
verneuil-sur-seine,15982.0
dol-de-bretagne,5958.0
jeumont,10285.0
malakoff,30932.0
venizel,1395.0
lambersart,28051.0
gond-pontouvre,6124.0
saint-sulpice-les-champs,361.0
saint-priest-sous-aixe,1766.0
domblain,82.0
mennecy,14651.0
cassis,7250.0
vautorte,604.0
montbazin,3012.0
rognac,12330.0
ozillac,640.0
saclas,1830.0
bricon,463.0
roiffieux,2870.0
sain-bel,2340.0
neuilly-saint-front,2112.0
tourrettes,2935.0
alba-la-romaine,1479.0
verdilly,477.0
merlines,738.0
aniche,10348.0
clohars-fouesnant,2106.0
baugy,1750.0
baugy,246.0
baugy,520.0
talencieux,1098.0
ventiseri,2527.0
diebling,1682.0
lamotte-beuvron,4788.0
la chapelle-launay,3094.0
illiers-combray,3385.0
tessy-bocage,2407.0
saint-germain-laprade,3716.0
saint-pierre-la-noaille,391.0
celles-sur-durolle,1761.0
taninges,3517.0
grans,5200.0
lillebonne,9046.0
gilley,1693.0
gilley,70.0
marigny-chemereau,613.0
champignol-lez-mondeville,283.0
damery,1464.0
damery,240.0
le thoronet,2499.0
deauville,3665.0
lalande-en-son,678.0
gallargues-le-montueux,3783.0
saint-paul-de-fourques,303.0
saint-lunaire,2439.0
la forge,540.0
villaines-la-juhel,2851.0
mirecourt,5728.0
bellignat,3859.0
villeneuve-de-marc,1165.0
maclas,1856.0
monts-sur-guesnes,900.0
fumay,3541.0
saint-hippolyte-du-fort,4043.0
percy-en-normandie,2688.0
bouillante,7135.0
morigny-champigny,4452.0
afa,3198.0
sigean,5571.0
lieusaint,431.0
lieusaint,13366.0
flaviac,1240.0
ham-en-artois,1005.0
moussy,774.0
moussy,106.0
moussy,132.0
auchy-les-mines,4765.0
malville,3515.0
assevent,1843.0
puteaux,44905.0
saint-genest-lerpt,6201.0
donzenac,2715.0
selles-sur-cher,4631.0
port-en-bessin-huppain,1962.0
wasquehal,20705.0
sainte-soulle,4623.0
vesseaux,1984.0
brignais,11610.0
vorey,1462.0
nay,72.0
nay,3524.0
authieule,415.0
esse,505.0
laxou,14658.0
val-de-meuse,1915.0
pianottoli-caldarello,919.0
les bordes,915.0
les bordes,1935.0
les bordes,88.0
les bordes,559.0
coteaux du lizon,2468.0
ychoux,2322.0
tullins,7801.0
orval sur sienne,1190.0
cairon,2033.0
larmor-plage,8539.0
hambers,623.0
sainte-colombe-sur-seine,958.0
frontenaud,742.0
gouaix,1513.0
labergement-sainte-marie,1231.0
fouquereuil,1582.0
isigny-le-buat,3402.0
fleury-les-aubrais,21305.0
saint-christo-en-jarez,1919.0
rozier-en-donzy,1482.0
sail-sous-couzan,948.0
brou,3440.0
crouttes,317.0
mantes-la-ville,20592.0
conlie,1933.0
izernore,2309.0
domarin,1697.0
pont-en-royans,807.0
sillery,1761.0
apremont,387.0
apremont,120.0
apremont,676.0
apremont,474.0
apremont,1034.0
apremont,1832.0
saint-avit-saint-nazaire,1491.0
pont-de-roide-vermondans,4260.0
marcenat,409.0
marcenat,522.0
morre,1440.0
forges-les-bains,3926.0
saint-julien-de-coppel,1301.0
ormesson-sur-marne,10406.0
rixheim,14114.0
mas-saintes-puelles,944.0
herbignac,6946.0
saint-remy,531.0
sainte-menehould,4234.0
boulbon,1525.0
fraize,2918.0
laluque,1039.0
muron,1361.0
vernon,239.0
vernon,24530.0
vernon,724.0
corbie,6363.0
cassel,2390.0
ozan,692.0
trouy,4075.0
saint-jean-du-pin,1550.0
leudon-en-brie,171.0
saint-pierre-en-auge,7986.0
villiers-le-bel,27808.0
saint-haon-le-vieux,984.0
merville,5710.0
merville,9811.0
lussant,1016.0
belloy-en-france,2197.0
tournehem-sur-la-hem,1453.0
lannemezan,5996.0
loperhet,3842.0
montbrun-les-bains,450.0
pont-saint-pierre,1173.0
montigny-en-ostrevent,4838.0
noisiel,15333.0
rochegude,1624.0
rochegude,255.0
saulces-monclin,821.0
wallers,5565.0
aubepierre-ozouer-le-repos,927.0
lambres-lez-douai,5226.0
mourenx,6660.0
lamalou-les-bains,2528.0
la chaize-le-vicomte,3828.0
cadalen,1561.0
fondettes,10799.0
pouru-saint-remy,1188.0
arzano,1420.0
morbier,2399.0
maulette,978.0
moissac-bellevue,298.0
bonnes,415.0
bonnes,1750.0
aussonne,7057.0
ceyrat,6550.0
saint-cloud,30582.0
saint-astier,5590.0
saint-astier,227.0
mallemort,6132.0
laroque-timbaut,1762.0
saint-laurent-des-arbres,3108.0
roaix,653.0
lorette,4732.0
rioz,2360.0
saint-nizier-sous-charlieu,1747.0
vix,112.0
vix,1808.0
naves,121.0
naves,2550.0
naves,645.0
neaux,492.0
beaumont-hamel,215.0
carbon-blanc,8172.0
les ormes,1653.0
les ormes,348.0
villebon-sur-yvette,10657.0
gardes-le-pontaroux,282.0
bambecque,780.0
buxerolles,36.0
buxerolles,10165.0
sains-du-nord,2918.0
maurepas,18543.0
maurepas,197.0
noyal-sur-brutz,603.0
clion,825.0
clion,1044.0
ramatuelle,2116.0
gardanne,21143.0
la ville-du-bois,7815.0
saint-symphorien-sur-coise,3776.0
henrichemont,1781.0
loire-authion,16294.0
roscoff,3488.0
rivedoux-plage,2325.0
laigneville,4772.0
niederbronn-les-bains,4488.0
aiserey,1413.0
noisseville,1042.0
saint-viaud,2552.0
calonne-ricouart,5487.0
estivareilles,1119.0
estivareilles,698.0
job,1046.0
fabrezan,1308.0
vigneux-de-bretagne,6157.0
dinan,14741.0
caves,888.0
portet-sur-garonne,9841.0
marcelcave,1256.0
offemont,4204.0
grilly,853.0
roulans,1151.0
terres-de-caux,4252.0
saint-paul-et-valmalle,1144.0
gizaucourt,118.0
vaivre-et-montoille,2477.0
varennes-le-grand,2346.0
sainghin-en-weppes,5637.0
saint-denis-lanneray,2298.0
savy-berlette,1099.0
fareins,2246.0
wormhout,5718.0
la balme-de-sillingy,5199.0
espiet,791.0
salmiech,797.0
meurchin,3810.0
la frette,1117.0
la frette,245.0
gan,5615.0
turckheim,3855.0
brunstatt-didenheim,8220.0
mouroux,5549.0
weyersheim,3392.0
quissac,3251.0
quissac,115.0
saint-yvi,3223.0
chanaz,523.0
groisy,3769.0
saint-didier-en-velay,3454.0
cauchy-à-la-tour,2829.0
vercel-villedieu-le-camp,1674.0
villers,596.0
villers,216.0
saint-pierre-de-chignac,888.0
monsempron-libos,2120.0
rieupeyroux,2045.0
mondevert,840.0
montpeyroux,552.0
montpeyroux,449.0
montpeyroux,1365.0
montpeyroux,350.0
mison,1161.0
wihr-au-val,1304.0
pont-croix,1610.0
montmorency,21732.0
morestel,4568.0
ruffey-sur-seille,749.0
le val,274.0
le val,4391.0
sin-le-noble,15799.0
chaussin,1654.0
sillars,625.0
demi-quartier,942.0
givry,278.0
givry,3860.0
givry,182.0
bassan,2144.0
sancoins,3124.0
courset,706.0
boulazac isle manoire,10932.0
cornimont,3270.0
wintzenheim,7996.0
le port-marly,5589.0
amboise,12981.0
montville,4814.0
taupont,2285.0
wavrin,7744.0
duras,1305.0
rognes,4862.0
saint-romain-de-colbosc,4172.0
saint-poncy,367.0
molsheim,9526.0
saint-hilaire-lez-cambrai,1616.0
garlan,1085.0
pont-sur-seine,1181.0
noirefontaine,365.0
maen roch,4944.0
saint-jean-d'elle,2514.0
mireval-lauragais,176.0
ormoy,240.0
ormoy,222.0
ormoy,693.0
ormoy,2066.0
marsillargues,6324.0
senlis,14878.0
senlis,167.0
sainte-catherine,3567.0
sainte-catherine,54.0
sainte-catherine,1000.0
villers-saint-paul,6489.0
petiville,512.0
petiville,1155.0
soulaines-dhuys,419.0
montigny-sur-loing,2777.0
condrieu,3977.0
candas,1109.0
fayence,5881.0
les hauts-d'anjou,8947.0
saint-trivier-sur-moignans,1840.0
verson,3668.0
la murette,1949.0
colombe,1617.0
beauchastel,1851.0
la tour-de-salvagny,4146.0
sanary-sur-mer,16843.0
honfleur,7652.0
douvres,1067.0
rochefort-sur-nenon,684.0
hendaye,16881.0
chantepie,10653.0
rohrwiller,1645.0
le barp,5587.0
saint-ybard,698.0
le broc,1421.0
le broc,695.0
cognin,6381.0
cesson,10558.0
les fins,3247.0
ligneyrac,307.0
arelaune-en-seine,2622.0
roisey,967.0
ancerville,2816.0
ancerville,304.0
annebault,461.0
chadrac,2586.0
salins-les-bains,2736.0
chef-boutonne,2695.0
ormes,184.0
ormes,492.0
ormes,4200.0
ormes,439.0
ormes,482.0
marnaz,5637.0
saint-gaudens,12082.0
saint-martin-des-noyers,2410.0
sorel-moussel,1839.0
eymouthiers,306.0
marle,2305.0
mousseaux-neuville,661.0
lonrai,1171.0
givraines,420.0
messimy,3465.0
champguyon,277.0
dugny-sur-meuse,1331.0
vayrac,1318.0
la roquebrussanne,2500.0
loyat,1665.0
aigremont,804.0
aigremont,20.0
aigremont,1133.0
aigremont,81.0
ermont,29348.0
marcorignan,1327.0
cornillon,955.0
bruz,18734.0
eymet,2674.0
saint-erblon,3147.0
saint-erblon,176.0
saint-sulpice,261.0
saint-sulpice,148.0
saint-sulpice,406.0
saint-sulpice,1120.0
saint-sulpice,93.0
saint-sulpice,133.0
saint-sulpice,779.0
kesseldorf,411.0
labastide-marnhac,1248.0
gastes,828.0
saint-quentin-de-baron,2465.0
thumeries,3931.0
josnes,905.0
genouillac,745.0
les salles-du-gardon,2626.0
livry-sur-seine,2111.0
choisey,1081.0
sainte-marie-la-mer,4834.0
montferrier-sur-lez,3881.0
delettes,1194.0
seyssins,7791.0
lisle,870.0
lisle,198.0
heilly,432.0
aubessagne,710.0
le temple-sur-lot,1045.0
villaz,3551.0
laning,622.0
magnac-sur-touvre,3207.0
rousies,4071.0
beignon,1903.0
vaison-la-romaine,6137.0
chavigny,154.0
chavigny,1857.0
chelers,266.0
retonfey,1399.0
sallaumines,9752.0
rueil-malmaison,79745.0
belley,9499.0
bourbonne-les-bains,2127.0
juvignac,11203.0
colmars,501.0
arleux-en-gohelle,873.0
entrelacs,6399.0
landrethun-le-nord,1309.0
choisy-le-roi,45552.0
audun-le-tiche,6908.0
chavelot,1422.0
rochemaure,2330.0
bavent,1828.0
taluyers,2601.0
bachant,2349.0
bergheim,2170.0
longuenesse,11563.0
ousse,1711.0
bihorel,8582.0
bayeux,13491.0
folschviller,4065.0
cormeilles-en-parisis,24354.0
parthenay,10652.0
selongey,2436.0
argeliers,2170.0
clarensac,4361.0
gavray-sur-sienne,1994.0
gouarec,957.0
saint-hilaire-du-maine,887.0
trept,2225.0
occhiatana,247.0
avanton,2204.0
peyre en aubrac,2368.0
la bachellerie,919.0
couiza,1137.0
chalabre,1130.0
yvetot,12123.0
polignac,173.0
polignac,2899.0
la cluse-et-mijoux,1335.0
champigny-sur-marne,77992.0
dompierre-sur-besbre,3097.0
belleherbe,636.0
manciet,831.0
franois,2380.0
binges,801.0
pleudihen-sur-rance,2986.0
pompey,4938.0
pompignan,971.0
pompignan,1484.0
valloire,1110.0
vailly-sur-aisne,2040.0
bourg-des-comptes,3332.0
fontaine-le-comte,3926.0
douzens,745.0
genech,3342.0
moirans-en-montagne,2206.0
vigneux-sur-seine,31752.0
frangy,2159.0
lavelanet,6305.0
la grandville,812.0
avoudrey,924.0
chamonix-mont-blanc,8996.0
chevreuse,5810.0
thoiry,6215.0
thoiry,468.0
thoiry,1438.0
marciac,1310.0
montbrehain,829.0
saint-pardoux-isaac,1155.0
vougy,1530.0
vougy,1589.0
grisolles,254.0
grisolles,4169.0
fruges,2611.0
bourdettes,523.0
mers-les-bains,2858.0
la crau,18706.0
la roche-maurice,1850.0
lieurey,1467.0
villaines-sous-malicorne,1037.0
colleville-montgomery,2478.0
bourg-argental,2979.0
civray-de-touraine,1885.0
ogeu-les-bains,1318.0
le gua,2130.0
le gua,1804.0
ger,814.0
ger,1947.0
ger,165.0
saint-laurent-des-hommes,1036.0
caudan,7035.0
saint-aubin-du-cormier,3998.0
rostrenen,3405.0
caussade,7104.0
tarare,10863.0
craon,4685.0
craon,189.0
jonage,5978.0
tronville-en-barrois,1468.0
la rochette,70.0
la rochette,475.0
la rochette,61.0
la rochette,544.0
la rochette,3510.0
baix,1189.0
argences,3748.0
malicorne-sur-sarthe,1938.0
calvisson,5842.0
ennezat,2536.0
le may-sur-èvre,3875.0
rouvroy,522.0
rouvroy,8775.0
bretteville-sur-odon,3913.0
terville,7116.0
le donjon,1096.0
plouguin,2192.0
vallons-de-l'erdre,6676.0
steene,1379.0
saint-illiers-la-ville,403.0
saint-mard,115.0
saint-mard,1216.0
saint-mard,89.0
saint-mard,3885.0
saint-mard,168.0
sassetot-le-mauconduit,1118.0
neuville-sur-sarthe,2469.0
sarrola-carcopino,3329.0
sainte-scolasse-sur-sarthe,638.0
krautergersheim,1706.0
truchtersheim,4110.0
la ville-aux-clercs,1296.0
comines,12446.0
lafox,1171.0
aignan,805.0
le noyer,296.0
le noyer,222.0
le noyer,219.0
seringes-et-nesles,280.0
ardres,4475.0
chambry,860.0
chambry,991.0
saulx-les-chartreux,5927.0
beaugency,7483.0
les pieux,3312.0
fontenilles,6059.0
la chapelle-janson,1477.0
lannoy,1780.0
chessy,2111.0
chessy,5683.0
voulaines-les-templiers,298.0
carcans,2459.0
saint-castin,906.0
rouziers-de-touraine,1339.0
le verdon-sur-mer,1346.0
fontenay-le-fleury,13622.0
crach,3431.0
arc-et-senans,1654.0
bannost-villegagnon,669.0
pitgam,978.0
rolleville,1213.0
riscle,1930.0
fay-de-bretagne,3674.0
santec,2471.0
val-d'aigoual,1451.0
montataire,13419.0
rompon,1112.0
charenton-le-pont,30568.0
bully,415.0
bully,2019.0
bully,937.0
westhoffen,1677.0
turny,701.0
ayzac-ost,463.0
ligny-en-barrois,4190.0
saint-gelais,2154.0
brassac-les-mines,3430.0
granges-aumontzey,2724.0
culoz,3082.0
allonnes,316.0
allonnes,3084.0
allonnes,11206.0
andance,1206.0
accous,474.0
cordelle,937.0
mortagne-du-nord,1633.0
montmirail,3648.0
montmirail,398.0
bascons,877.0
saint-vite,1195.0
sault-de-navailles,914.0
ableiges,1169.0
rouez,779.0
pommerit-le-vicomte,1810.0
vron,863.0
bourth,1289.0
poitiers,90703.0
saint-jean-soleymieux,872.0
la puye,616.0
cours-de-pile,1611.0
saint-martin-des-champs,313.0
saint-martin-des-champs,4738.0
saint-martin-des-champs,661.0
saint-martin-des-champs,315.0
saint-martin-des-champs,289.0
la martre,216.0
herblay-sur-seine,29571.0
chavagnes-en-paillers,3638.0
villars,472.0
villars,176.0
villars,8128.0
villars,791.0
guesnain,4713.0
labastide-villefranche,339.0
limons,767.0
appoigny,3219.0
boissise-le-roi,3816.0
brazey-en-plaine,2422.0
grand-couronne,9842.0
sales,2027.0
jouy,1980.0
jouy,539.0
grues,865.0
tresserre,1079.0
vimoutiers,3428.0
la romaine,515.0
puymoyen,2522.0
saint-marcel-bel-accueil,1431.0
saint-hilaire-le-vouhis,1081.0
bardos,1878.0
le perreux-sur-marne,34161.0
guichen,8766.0
vitry-aux-loges,2222.0
saint-martin-de-seignanx,5613.0
herbinghen,386.0
cheniers,111.0
saint-jacut-de-la-mer,925.0
migennes,7354.0
saverne,11548.0
stosswihr,1386.0
annonay,16956.0
saint-hilaire-saint-mesmin,3123.0
saint-piat,1080.0
saint-vigor-le-grand,2489.0
lindry,1429.0
saint-julien-les-rosiers,3410.0
monteneuf,771.0
mouguerre,5248.0
agen,34417.0
anizy-le-grand,2584.0
vers-pont-du-gard,1885.0
crevin,2867.0
saint-julien-en-genevois,14476.0
beauvoir-sur-mer,3964.0
soncourt-sur-marne,379.0
tourrettes-sur-loup,4078.0
saint-riquier,1288.0
lauterbourg,2330.0
eauze,3992.0
gaillon,7022.0
saint-martial-de-nabirat,588.0
marigny-le-lozon,2703.0
bono,2508.0
anzin-saint-aubin,2828.0
briare,5303.0
callian,48.0
callian,3266.0
saramon,841.0
la chapelle-taillefert,436.0
le luart,1451.0
tournus,5885.0
montech,6469.0
combs-la-ville,22556.0
verberie,3900.0
attignat,3275.0
terssac,1221.0
montesquiou,603.0
avroult,611.0
plainfaing,1703.0
le versoud,4874.0
ploumoguer,2100.0
bren,572.0
labastide-du-temple,1152.0
bellevigne-en-layon,5843.0
val-de-bonnieure,1318.0
villers-plouich,408.0
allevard,4210.0
la jarne,2532.0
neuville-saint-vaast,1555.0
salles,7157.0
salles,300.0
salles,240.0
salles,341.0
salles,188.0
saint-gratien,383.0
saint-gratien,20859.0
nivigne et suran,825.0
petit-caux,9755.0
verrens-arvey,930.0
sartrouville,52433.0
pampelonne,870.0
montcresson,1307.0
estaires,6538.0
brumath,10089.0
le bourget-du-lac,4964.0
saint-roch,1273.0
la plaine-sur-mer,4351.0
la chapelle-en-serval,3225.0
entre-deux,6969.0
habsheim,4991.0
luxey,677.0
saint-selve,3063.0
bry-sur-marne,16805.0
unieux,8683.0
landerneau,16398.0
cheval-blanc,4351.0
abondant,2426.0
saint-laurent-en-caux,781.0
beauzac,3001.0
hohfrankenheim,267.0
rouxmesnil-bouteilles,1890.0
sassenay,1631.0
marcillac-vallon,1757.0
lorgues,9278.0
pontault-combault,37994.0
guipel,1734.0
chazelles,33.0
chazelles,1583.0
chazelles,37.0
mouliherne,872.0
charency-vezin,625.0
croix,21317.0
croix,168.0
pays-de-clerval,1258.0
saint-hippolyte,447.0
saint-hippolyte,121.0
saint-hippolyte,1431.0
saint-hippolyte,911.0
saint-hippolyte,135.0
saint-hippolyte,654.0
saint-hippolyte,3081.0
saint-hippolyte,981.0
saint-georges-des-groseillers,3311.0
verteillac,689.0
lessard-en-bresse,555.0
lavilledieu,2164.0
droupt-sainte-marie,241.0
vouziers,4489.0
chanteloup-les-vignes,10455.0
pignans,4246.0
marsilly,3133.0
marsilly,585.0
loddes,166.0
maintenon,4371.0
bougival,8841.0
saint-jean-de-bournay,4699.0
retournac,2988.0
saint-germain-lembron,2017.0
hermes,2539.0
clavette,1399.0
rousson,4177.0
rousson,416.0
bernes-sur-oise,2735.0
authie,1642.0
authie,296.0
massy,348.0
massy,51142.0
le malzieu-ville,745.0
beaufort-en-anjou,7383.0
bellengreville,1510.0
bellengreville,483.0
pussay,2231.0
vinon-sur-verdon,4321.0
vaux-sur-mer,3873.0
ribemont,2009.0
condes,116.0
condes,310.0
barbentane,4332.0
senozan,1141.0
rothau,1609.0
fontaine-la-guyon,1696.0
grand bourgtheroulde,3874.0
aunac-sur-charente,628.0
gertwiller,1271.0
marlieux,1207.0
innenheim,1194.0
saint-just-malmont,4270.0
savigny-sur-braye,2045.0
rouhe,81.0
saint-sauveur-de-montagut,1140.0
morvillars,1100.0
gravigny,4021.0
montlignon,3068.0
kaysersberg vignoble,4618.0
lagnes,1667.0
muttersholtz,2051.0
banyuls-sur-mer,4838.0
crayssac,783.0
serpaize,1964.0
saint-denis-de-jouhet,983.0
rouvrois-sur-meuse,208.0
bizanet,1713.0
londigny,257.0
florange,12054.0
beaufort,468.0
beaufort,223.0
beaufort,559.0
beaufort,1013.0
beaufort,2131.0
pietrosella,1701.0
les lucs-sur-boulogne,3534.0
fumel,4926.0
aubignan,5752.0
bouloc,4743.0
auriac,43.0
auriac,235.0
auriac,244.0
damgan,1727.0
saint-georges-de-didonne,5471.0
staple,663.0
jardres,1297.0
les magnils-reigniers,1618.0
heyrieux,4795.0
mercy-le-bas,1284.0
le grand-pressigny,935.0
aigne,276.0
rexingen,204.0
uttenheim,556.0
civrac-de-blaye,877.0
craponne-sur-arzon,2023.0
camiers,2760.0
dombasle-en-xaintois,126.0
poulainville,1234.0
lagrave,2179.0
pointis-inard,938.0
masseube,1971.0
les angles,8551.0
les angles,129.0
les angles,555.0
andilly,2268.0
andilly,293.0
andilly,919.0
andilly,2645.0
seychalles,796.0
plouezoc'h,1658.0
beaumont-sur-oise,9669.0
saint-agathon,2326.0
ploeren,6784.0
mantes-la-jolie,44528.0
castelmoron-sur-lot,1772.0
marcellaz-albanais,1947.0
willer-sur-thur,1866.0
mesbrecourt-richecourt,307.0
presles,89.0
presles,3956.0
chaumes-en-retz,6868.0
saint-onen-la-chapelle,1168.0
challes-les-eaux,5864.0
plouescat,3528.0
lingolsheim,18496.0
belleneuve,1635.0
longues-sur-mer,621.0
laruscade,2785.0
thuir,7765.0
vincelles,293.0
vincelles,434.0
vincelles,950.0
saint-martin-belle-roche,1418.0
lavernat,606.0
bozel,1898.0
les mollettes,828.0
villecomtal,411.0
chaponnay,4338.0
bretagne-de-marsan,1572.0
oudon,3870.0
oust,552.0
chassieu,10505.0
guerpont,254.0
bois-de-haye,2359.0
saint-claud,1081.0
baratier,613.0
longvilliers,253.0
longvilliers,514.0
conflans-sainte-honorine,36285.0
molliens-dreuil,969.0
frelinghien,2435.0
odenas,952.0
boeil-bezing,1312.0
moyenneville,642.0
moyenneville,275.0
moyenneville,727.0
baule,2111.0
chantonnay,8732.0
le bouscat,24090.0
briec,5742.0
loudenvielle,306.0
saint-esprit,9520.0
houdain,7307.0
saint-ciers-du-taillon,558.0
chassors,1139.0
raucourt-et-flaba,854.0
argent-sur-sauldre,2142.0
clefmont,179.0
huisseau-sur-mauves,1685.0
bazoges-en-pareds,1180.0
villate,939.0
bandol,8554.0
saillenard,801.0
sillingy,5371.0
bron,42020.0
saint-marcellin-en-forez,4898.0
riantec,5761.0
lasseube,1777.0
desvres,5024.0
vulbens,1656.0
manneville-la-goupil,1035.0
conteville,1009.0
conteville,73.0
conteville,498.0
conteville,215.0
claye-souilly,12631.0
lucinges,1690.0
la chapelle-saint-mesmin,10550.0
marcilly-sur-eure,1611.0
jourgnac,1130.0
saint-gobain,2320.0
les garennes sur loire,4629.0
boos,3855.0
saint-augustin-des-bois,1246.0
vieux-lixheim,264.0
viller,205.0
aussois,701.0
pont-aven,2859.0
saint-jean-bonnefonds,6707.0
nelling,272.0
nonancourt,2328.0
mont,1217.0
mont,44.0
mont,188.0
port-vendres,4204.0
chablis,2318.0
la garenne-colombes,29414.0
nuits-saint-georges,5577.0
sainte-austreberthe,410.0
sainte-austreberthe,617.0
cerdon,797.0
cerdon,961.0
peillac,1909.0
marigny-les-usages,1595.0
dormans,2976.0
ussy-sur-marne,1077.0
guipavas,14857.0
boutigny-sur-essonne,3039.0
gap,42487.0
perreux,2293.0
illzach,14862.0
bouvignies,1561.0
lampertheim,3333.0
saintes-maries-de-la-mer,2352.0
le theil-de-bretagne,1767.0
olonzac,1791.0
commer,1227.0
heuchin,540.0
courville,461.0
dieulefit,3297.0
chermignac,1281.0
rosporden,7791.0
saint-romain-en-gal,2001.0
tourves,5097.0
louargat,2389.0
jarny,8468.0
saint-laurent-de-condel,509.0
hangenbieten,1577.0
villereau,378.0
villereau,1010.0
velleron,3013.0
valleroy-aux-saules,268.0
saint-paul-cap-de-joux,1136.0
avion,17762.0
creil,35884.0
beynes,134.0
beynes,7774.0
kourou,25913.0
pauillac,4945.0
le russey,2423.0
changy,647.0
changy,123.0
changy,476.0
woincourt,1283.0
uzein,1255.0
coursac,2193.0
erquy,4004.0
issy-les-moulineaux,69277.0
surzur,4520.0
pleaux,1524.0
saint-paul-en-jarez,4904.0
saint-bonnet-le-courreau,701.0
baud,6454.0
ortaffa,1500.0
archigny,1109.0
la roche-blanche,1207.0
la roche-blanche,3489.0
saint-germain-en-montagne,417.0
zegerscappel,1561.0
mornas,2453.0
sainte-bazeille,3262.0
ajain,1164.0
champoly,331.0
vimines,2066.0
terrasson-lavilledieu,6308.0
la chapelle-rambaud,262.0
