Ville,Nombre de Salons,Population,Habitants par Salon
sainte-radegonde,1,1820,1820.0
saint-romans,1,1819,1819.0
neuvy,1,1819,1819.0
massiac,1,1818,1818.0
ferques,1,1816,1816.0
ambillou,1,1815,1815.0
thiberville,1,1815,1815.0
pommerit-le-vicomte,1,1810,1810.0
charleval,1,1810,1810.0
lanvollon,1,1808,1808.0
vix,1,1808,1808.0
felletin,1,1806,1806.0
le gua,1,1804,1804.0
saint-jean-le-vieux,1,1802,1802.0
cucuron,2,1799,900.0
canet,1,1796,1796.0
quarante,1,1793,1793.0
mamirolle,1,1793,1793.0
olonzac,1,1791,1791.0
le lardin-saint-lazare,2,1791,896.0
la clusaz,1,1789,1789.0
ingrandes,1,1787,1787.0
pinet,1,1782,1782.0
henrichemont,1,1781,1781.0
lannoy,1,1780,1780.0
saint-amant-tallende,2,1780,890.0
lasseube,1,1777,1777.0
flize,1,1775,1775.0
cercy-la-tour,2,1772,886.0
castelmoron-sur-lot,1,1772,1772.0
sierck-les-bains,2,1769,884.0
le theil-de-bretagne,1,1767,1767.0
saint-priest-sous-aixe,1,1766,1766.0
bazet,1,1763,1763.0
laroque-timbaut,1,1762,1762.0
pamproux,1,1762,1762.0
sillery,1,1761,1761.0
celles-sur-durolle,1,1761,1761.0
marcillac-vallon,1,1757,1757.0
oucques la nouvelle,1,1751,1751.0
baugy,1,1750,1750.0
bonnes,1,1750,1750.0
joyeuse,1,1750,1750.0
corneilhan,1,1747,1747.0
saint-nizier-sous-charlieu,1,1747,1747.0
viry-noureuil,1,1743,1743.0
zuydcoote,1,1736,1736.0
guipel,1,1734,1734.0
la francheville,1,1730,1730.0
ydes,1,1729,1729.0
damgan,1,1727,1727.0
cousances-les-forges,1,1720,1720.0
steenbecque,1,1720,1720.0
bizanet,1,1713,1713.0
ousse,1,1711,1711.0
ressons-sur-matz,2,1710,855.0
oletta,1,1709,1709.0
connaux,2,1708,854.0
krautergersheim,1,1706,1706.0
bellegarde,1,1703,1703.0
plainfaing,1,1703,1703.0
pietrosella,1,1701,1701.0
moosch,1,1700,1700.0
cazilhac,2,1700,850.0
domarin,1,1697,1697.0
fontaine-la-guyon,1,1696,1696.0
pont-de-salars,1,1695,1695.0
gilley,1,1693,1693.0
euville,1,1692,1692.0
pont-de-veyle,1,1690,1690.0
lucinges,1,1690,1690.0
messigny-et-vantoux,1,1690,1690.0
vasles,1,1686,1686.0
huisseau-sur-mauves,1,1685,1685.0
matignon,2,1685,842.0
chabanais,1,1684,1684.0
diebling,1,1682,1682.0
westhoffen,1,1677,1677.0
beaulon,1,1675,1675.0
vercel-villedieu-le-camp,1,1674,1674.0
champlitte,2,1673,836.0
caden,1,1669,1669.0
villemeux-sur-eure,1,1668,1668.0
lagnes,1,1667,1667.0
serre-les-sapins,2,1667,834.0
saint-germain-laval,2,1665,832.0
loyat,1,1665,1665.0
vue,1,1664,1664.0
cazaubon,1,1663,1663.0
dampierre-les-bois,1,1662,1662.0
aillevillers-et-lyaumont,1,1661,1661.0
plouezoc'h,1,1658,1658.0
perrecy-les-forges,1,1657,1657.0
vulbens,1,1656,1656.0
saint-mamert-du-gard,1,1655,1655.0
chaussin,1,1654,1654.0
arc-et-senans,1,1654,1654.0
les ormes,1,1653,1653.0
viriville,1,1652,1652.0
licques,1,1650,1650.0
esquerdes,1,1649,1649.0
chevannes,2,1649,824.0
martel,1,1647,1647.0
rohrwiller,1,1645,1645.0
authie,1,1642,1642.0
losne,1,1642,1642.0
belleneuve,1,1635,1635.0
soucy,1,1634,1634.0
mortagne-du-nord,1,1633,1633.0
sassenay,1,1631,1631.0
grenay,1,1626,1626.0
rochegude,1,1624,1624.0
toulon-sur-arroux,1,1624,1624.0
les magnils-reigniers,1,1618,1618.0
colombe,1,1617,1617.0
saint-hilaire-lez-cambrai,1,1616,1616.0
falleron,1,1613,1613.0
saint-martin-du-tertre,1,1612,1612.0
marcilly-sur-eure,1,1611,1611.0
cours-de-pile,1,1611,1611.0
pont-croix,1,1610,1610.0
poullan-sur-mer,1,1610,1610.0
rothau,1,1609,1609.0
briouze,1,1605,1605.0
saint-marcel,1,1604,1604.0
thaon,1,1602,1602.0
blausasc,1,1602,1602.0
pouilly-en-auxois,1,1601,1601.0
allonne,1,1601,1601.0
gouzon,1,1600,1600.0
montguyon,1,1599,1599.0
la roche-vineuse,1,1598,1598.0
molac,1,1597,1597.0
marigny-les-usages,1,1595,1595.0
saint-cyprien,2,1595,798.0
saint-paul,11,1592,145.0
crusnes,1,1591,1591.0
saint-nicolas-de-la-taille,1,1590,1590.0
vougy,1,1589,1589.0
moutiers,3,1587,529.0
taintrux,1,1585,1585.0
chazelles,1,1583,1583.0
fouquereuil,1,1582,1582.0
roye,4,1582,396.0
pomarez,1,1577,1577.0
hangenbieten,1,1577,1577.0
andres,1,1573,1573.0
bretagne-de-marsan,1,1572,1572.0
tallende,1,1563,1563.0
amou,1,1562,1562.0
bouvignies,1,1561,1561.0
zegerscappel,1,1561,1561.0
cadalen,1,1561,1561.0
cazilhac,2,1557,778.0
neuville-saint-vaast,1,1555,1555.0
la sauve,1,1553,1553.0
sainte-suzanne,2,1551,776.0
saint-jean-du-pin,1,1550,1550.0
froncles,1,1545,1545.0
munchhouse,2,1544,772.0
novillars,1,1542,1542.0
gabarret,1,1541,1541.0
gouzeaucourt,1,1539,1539.0
saint-sauveur-des-landes,1,1537,1537.0
dammarie,1,1535,1535.0
vougy,1,1530,1530.0
habas,2,1529,764.0
boulbon,1,1525,1525.0
pleaux,1,1524,1524.0
villebernier,1,1524,1524.0
mervans,1,1518,1518.0
gouaix,1,1513,1513.0
quinssaines,1,1512,1512.0
bellengreville,1,1510,1510.0
vicq,1,1508,1508.0
usson-en-forez,2,1507,754.0
beaufay,1,1506,1506.0
le doulieu,1,1500,1500.0
ortaffa,1,1500,1500.0
saint-julien,2,1497,748.0
saint-avit-saint-nazaire,1,1491,1491.0
arcey,1,1489,1489.0
meyenheim,1,1489,1489.0
leudeville,1,1488,1488.0
pompignan,1,1484,1484.0
rozier-en-donzy,1,1482,1482.0
vion,1,1481,1481.0
colombey-les-belles,1,1480,1480.0
alba-la-romaine,1,1479,1479.0
rabastens-de-bigorre,1,1479,1479.0
la chapelle-janson,1,1477,1477.0
richebourg,1,1477,1477.0
villers-bocage,2,1476,738.0
montcaret,1,1475,1475.0
vasselay,1,1474,1474.0
maretz,2,1473,736.0
castets et castillon,1,1470,1470.0
tronville-en-barrois,1,1468,1468.0
lieurey,1,1467,1467.0
bletterans,3,1465,488.0
saint-georges-haute-ville,1,1465,1465.0
damery,1,1464,1464.0
arnay-le-duc,1,1464,1464.0
vorey,1,1462,1462.0
belleville,2,1458,729.0
labatut,2,1453,726.0
tournehem-sur-la-hem,1,1453,1453.0
val-d'aigoual,1,1451,1451.0
le luart,1,1451,1451.0
grez-sur-loing,1,1451,1451.0
saint-pierre-du-regard,1,1441,1441.0
morre,1,1440,1440.0
thoiry,1,1438,1438.0
saint-hippolyte,1,1431,1431.0
saint-marcel-bel-accueil,1,1431,1431.0
lindry,1,1429,1429.0
levet,1,1426,1426.0
maroilles,1,1426,1426.0
diou,1,1423,1423.0
chavelot,1,1422,1422.0
le broc,1,1421,1421.0
norrent-fontes,1,1421,1421.0
neufgrange,1,1420,1420.0
arzano,1,1420,1420.0
amfreville,1,1419,1419.0
mouchard,2,1418,709.0
saint-martin-belle-roche,1,1418,1418.0
launac,1,1416,1416.0
aiserey,1,1413,1413.0
barcelonne-du-gers,1,1410,1410.0
sault,1,1404,1404.0
chilly,2,1403,702.0
clavette,1,1399,1399.0
retonfey,1,1399,1399.0
venizel,1,1395,1395.0
bains,1,1393,1393.0
moyaux,1,1392,1392.0
quilly,1,1391,1391.0
gouy-sous-bellonne,1,1387,1387.0
creissan,1,1386,1386.0
stosswihr,1,1386,1386.0
chamberet,1,1385,1385.0
montmartin-sur-mer,1,1382,1382.0
couches,1,1381,1381.0
mont-bernanchon,2,1381,690.0
louzy,1,1381,1381.0
steene,1,1379,1379.0
spechbach,1,1378,1378.0
andancette,1,1375,1375.0
coulombs,1,1371,1371.0
guerlesquin,2,1370,685.0
saint-usage,2,1370,685.0
saint-germain,2,1369,684.0
villiers-le-morhier,1,1367,1367.0
choisy-en-brie,1,1367,1367.0
montpeyroux,1,1365,1365.0
saint-usuge,1,1364,1364.0
muron,1,1361,1361.0
sancey,1,1359,1359.0
la haye-pesnel,1,1356,1356.0
ria-sirach,1,1355,1355.0
revel,3,1354,451.0
bellevigne,1,1354,1354.0
villebret,1,1352,1352.0
saint-aubin-des-ormeaux,1,1351,1351.0
aspach-le-bas,1,1349,1349.0
vicq-sur-breuilh,1,1349,1349.0
eyjeaux,1,1349,1349.0
le verdon-sur-mer,1,1346,1346.0
nouvion,2,1342,671.0
teting-sur-nied,1,1340,1340.0
rouziers-de-touraine,1,1339,1339.0
vacqueyras,2,1338,669.0
roussillon,1,1336,1336.0
la cluse-et-mijoux,1,1335,1335.0
meysse,1,1334,1334.0
ax-les-thermes,1,1332,1332.0
dugny-sur-meuse,1,1331,1331.0
meyssac,1,1328,1328.0
luriecq,1,1328,1328.0
villepinte,1,1327,1327.0
marcorignan,1,1327,1327.0
bracieux,1,1324,1324.0
brassac,1,1323,1323.0
lamarque,1,1321,1321.0
ogeu-les-bains,1,1318,1318.0
val-de-bonnieure,1,1318,1318.0
vayrac,1,1318,1318.0
vermenton,1,1316,1316.0
boeil-bezing,1,1312,1312.0
ballots,1,1312,1312.0
marciac,1,1310,1310.0
goussainville,1,1310,1310.0
landrethun-le-nord,1,1309,1309.0
fabrezan,1,1308,1308.0
montcresson,1,1307,1307.0
duras,1,1305,1305.0
mauzac,1,1304,1304.0
saint-marcel,1,1304,1304.0
wihr-au-val,1,1304,1304.0
saint-julien-de-coppel,1,1301,1301.0
bourgneuf,1,1298,1298.0
jardres,1,1297,1297.0
la ville-aux-clercs,1,1296,1296.0
muides-sur-loire,1,1295,1295.0
saint-genis-de-saintonge,1,1295,1295.0
niedernai,2,1292,646.0
le montsaugeonnais,1,1291,1291.0
bourth,1,1289,1289.0
longchamp,1,1289,1289.0
jumilhac-le-grand,1,1289,1289.0
nancray,1,1289,1289.0
saint-riquier,1,1288,1288.0
saint-trojan-les-bains,1,1285,1285.0
saint-amand-en-puisaye,1,1284,1284.0
mercy-le-bas,1,1284,1284.0
woincourt,1,1283,1283.0
chermignac,1,1281,1281.0
saint-laurent,2,1275,638.0
chanu,1,1274,1274.0
montlieu-la-garde,2,1274,637.0
saint-roch,1,1273,1273.0
gertwiller,1,1271,1271.0
troissereux,2,1265,632.0
oermingen,1,1265,1265.0
praz-sur-arly,1,1264,1264.0
dargnies,1,1264,1264.0
cartignies,1,1263,1263.0
fontenay,1,1260,1260.0
saint-paul,11,1259,114.0
pays-de-clerval,1,1258,1258.0
arzens,1,1256,1256.0
marcelcave,1,1256,1256.0
uzein,1,1255,1255.0
villiers-saint-georges,1,1252,1252.0
fleury,1,1250,1250.0
saint-priest,2,1250,625.0
jaujac,1,1250,1250.0
labastide-marnhac,1,1248,1248.0
saint-nazaire,12,1248,104.0
saint-augustin-des-bois,1,1246,1246.0
buhl-lorraine,1,1245,1245.0
prades,1,1244,1244.0
pexiora,1,1244,1244.0
tercis-les-bains,1,1241,1241.0
flaviac,1,1240,1240.0
chabreloche,1,1239,1239.0
paillet,1,1238,1238.0
arsac-en-velay,1,1237,1237.0
pouldergat,1,1236,1236.0
poulainville,1,1234,1234.0
le bernard,1,1233,1233.0
vieille-brioude,1,1233,1233.0
labergement-sainte-marie,1,1231,1231.0
tournay,1,1229,1229.0
calan,1,1229,1229.0
commer,1,1227,1227.0
gondrin,1,1226,1226.0
marsas,2,1226,613.0
andelnans,1,1221,1221.0
terssac,1,1221,1221.0
fougerolles-du-plessis,1,1220,1220.0
montricoux,1,1218,1218.0
mont,1,1217,1217.0
saint-mard,1,1216,1216.0
grignols,1,1215,1215.0
rolleville,1,1213,1213.0
plaissan,1,1212,1212.0
sainte-marie-de-gosse,1,1209,1209.0
marlieux,1,1207,1207.0
la roche-blanche,1,1207,1207.0
andance,1,1206,1206.0
cazes-mondenard,1,1206,1206.0
chailland,1,1205,1205.0
bois-le-roi,1,1203,1203.0
domgermain,1,1198,1198.0
saint-vite,1,1195,1195.0
jayat,1,1194,1194.0
innenheim,1,1194,1194.0
delettes,1,1194,1194.0
brens,1,1193,1193.0
igney,1,1193,1193.0
salvagnac,1,1192,1192.0
chantenay-saint-imbert,1,1192,1192.0
la magdelaine-sur-tarn,1,1192,1192.0
riotord,1,1191,1191.0
orval sur sienne,1,1190,1190.0
warluis,1,1189,1189.0
baix,1,1189,1189.0
pouru-saint-remy,1,1188,1188.0
moliets-et-maa,2,1186,593.0
saint antoine l'abbaye,1,1185,1185.0
yvignac-la-tour,1,1185,1185.0
laval-pradel,1,1184,1184.0
mareuil-le-port,1,1184,1184.0
baye,1,1183,1183.0
fresnes,2,1182,591.0
pont-sur-seine,1,1181,1181.0
vaiges,1,1180,1180.0
bazoges-en-pareds,1,1180,1180.0
les loges,1,1179,1179.0
sisco,1,1178,1178.0
lembras,1,1178,1178.0
sampans,1,1177,1177.0
samadet,1,1174,1174.0
pont-saint-pierre,1,1173,1173.0
savigny-en-revermont,1,1173,1173.0
lonrai,1,1171,1171.0
lafox,1,1171,1171.0
ableiges,1,1169,1169.0
la madeleine-de-nonancourt,1,1169,1169.0
saint-onen-la-chapelle,1,1168,1168.0
villeneuve-de-marc,1,1165,1165.0
ajain,1,1164,1164.0
la salvetat-sur-agout,1,1162,1162.0
mison,1,1161,1161.0
montaut,1,1156,1156.0
rougemont,1,1156,1156.0
petiville,1,1155,1155.0
saint-pardoux-isaac,1,1155,1155.0
le montat,1,1154,1154.0
saint-broladre,1,1154,1154.0
labastide-du-temple,1,1152,1152.0
roulans,1,1151,1151.0
mouleydier,1,1150,1150.0
saint-paul-et-valmalle,1,1144,1144.0
villeneuve-sur-bellot,1,1142,1142.0
berd'huis,1,1142,1142.0
senozan,1,1141,1141.0
saint-sauveur-de-montagut,1,1140,1140.0
le breuil-sur-couze,1,1139,1139.0
chassors,1,1139,1139.0
pezou,1,1138,1138.0
dun-le-palestel,1,1137,1137.0
couiza,1,1137,1137.0
saint-paul-cap-de-joux,1,1136,1136.0
delme,1,1133,1133.0
yquelon,2,1133,566.0
tour-en-sologne,1,1133,1133.0
mouthe,1,1133,1133.0
aigremont,1,1133,1133.0
jourgnac,1,1130,1130.0
chalabre,1,1130,1130.0
bernos-beaulac,2,1127,564.0
saint-marcel,1,1121,1121.0
saint-sulpice,1,1120,1120.0
estivareilles,1,1119,1119.0
sassetot-le-mauconduit,1,1118,1118.0
la frette,1,1117,1117.0
saint-sauveur-en-rue,1,1117,1117.0
rompon,1,1112,1112.0
valloire,1,1110,1110.0
candas,1,1109,1109.0
archigny,1,1109,1109.0
clary,1,1108,1108.0
machilly,1,1106,1106.0
domart-en-ponthieu,1,1106,1106.0
rumersheim-le-haut,1,1105,1105.0
la tour-en-maurienne,1,1104,1104.0
cadours,1,1104,1104.0
seissan,2,1102,551.0
sainte-gauburge-sainte-colombe,1,1102,1102.0
augy,1,1100,1100.0
morvillars,1,1100,1100.0
savy-berlette,1,1099,1099.0
lourmarin,1,1099,1099.0
talencieux,1,1098,1098.0
durrenbach,1,1097,1097.0
le donjon,1,1096,1096.0
riquewihr,1,1096,1096.0
aureilhan,1,1092,1092.0
champs-sur-tarentaine-marchal,1,1092,1092.0
saint-just,1,1091,1091.0
garlan,1,1085,1085.0
sarceaux,1,1084,1084.0
la ronde,1,1082,1082.0
saint-clar,1,1082,1082.0
la chaize-giraud,1,1082,1082.0
saint-hilaire-le-vouhis,1,1081,1081.0
saint-claud,1,1081,1081.0
choisey,1,1081,1081.0
saint-piat,1,1080,1080.0
tresserre,1,1079,1079.0
ussy-sur-marne,1,1077,1077.0
cheix-en-retz,1,1075,1075.0
fitou,1,1072,1072.0
ansouis,1,1070,1070.0
wolfgantzen,1,1069,1069.0
rougemontiers,1,1067,1067.0
douvres,1,1067,1067.0
le grand-village-plage,1,1065,1065.0
navarrenx,1,1065,1065.0
yainville,1,1063,1063.0
saint-fiel,1,1061,1061.0
fleury,1,1059,1059.0
laives,1,1057,1057.0
saint-dionisy,1,1052,1052.0
belle-isle-en-terre,1,1050,1050.0
jonchery,1,1049,1049.0
moussoulens,1,1048,1048.0
saint-thurien,1,1046,1046.0
job,1,1046,1046.0
le temple-sur-lot,1,1045,1045.0
clion,1,1044,1044.0
noisseville,1,1042,1042.0
laluque,1,1039,1039.0
allogny,1,1039,1039.0
villaines-sous-malicorne,1,1037,1037.0
champignelles,1,1036,1036.0
saint-laurent-des-hommes,1,1036,1036.0
torpes,1,1036,1036.0
manneville-la-goupil,1,1035,1035.0
apremont,1,1034,1034.0
saint-vincent,1,1032,1032.0
sainte-anne-sur-vilaine,1,1032,1032.0
laussonne,1,1029,1029.0
onesse-laharie,1,1028,1028.0
vaulx-vraucourt,1,1027,1027.0
carnin,1,1026,1026.0
campagne,1,1026,1026.0
triaize,1,1025,1025.0
laval,4,1021,255.0
seyssel,3,1017,339.0
lussant,1,1016,1016.0
auxon,1,1015,1015.0
bournoncle-saint-pierre,1,1013,1013.0
beaufort,1,1013,1013.0
villereau,1,1010,1010.0
conteville,1,1009,1009.0
moncontour,1,1006,1006.0
thiron-gardais,1,1006,1006.0
ham-en-artois,1,1005,1005.0
rainneville,1,1004,1004.0
guiche,1,1001,1001.0
sainte-catherine,1,1000,1000.0
vayres-sur-essonne,1,996,996.0
cheffois,1,994,994.0
chambry,1,991,991.0
wiesviller,1,989,989.0
le merzer,1,986,986.0
cheffes,1,986,986.0
saint-haon-le-vieux,1,984,984.0
saint-denis-de-jouhet,1,983,983.0
saint-hippolyte,1,981,981.0
romagne,1,979,979.0
pitgam,1,978,978.0
maulette,1,978,978.0
pompignan,1,971,971.0
haute-amance,1,971,971.0
molliens-dreuil,1,969,969.0
roisey,1,967,967.0
valsonne,1,964,964.0
la chapelle-palluau,1,964,964.0
vion,1,962,962.0
cerdon,1,961,961.0
zudausques,1,960,960.0
chamoux-sur-gelon,1,958,958.0
sainte-colombe-sur-seine,1,958,958.0
saint-gilles,2,958,479.0
gouarec,1,957,957.0
crisolles,1,955,955.0
cornillon,1,955,955.0
saint-germain,2,953,476.0
saint-paul,11,952,87.0
odenas,1,952,952.0
saint-just,1,950,950.0
vincelles,1,950,950.0
langrolay-sur-rance,1,949,949.0
sail-sous-couzan,1,948,948.0
moutiers,3,945,315.0
gironcourt-sur-vraine,1,945,945.0
mas-saintes-puelles,1,944,944.0
loudes,1,942,942.0
demi-quartier,1,942,942.0
villate,1,939,939.0
ciry-salsogne,1,939,939.0
saint-gervais,1,939,939.0
sombernon,1,938,938.0
pointis-inard,1,938,938.0
cordelle,1,937,937.0
bully,1,937,937.0
le grand-pressigny,1,935,935.0
civray,3,934,311.0
verrens-arvey,1,930,930.0
aubepierre-ozouer-le-repos,1,927,927.0
grammond,1,927,927.0
saint-jacut-de-la-mer,1,925,925.0
avoudrey,1,924,924.0
montaudin,1,923,923.0
la bachellerie,1,919,919.0
pianottoli-caldarello,1,919,919.0
andilly,1,919,919.0
lamarche,1,917,917.0
leimbach,1,916,916.0
hudimesnil,1,916,916.0
les bordes,1,915,915.0
sault-de-navailles,1,914,914.0
champsecret,1,914,914.0
marolles,1,912,912.0
muespach,1,912,912.0
saint-hippolyte,1,911,911.0
correns,1,911,911.0
wintershouse,1,906,906.0
saint-castin,1,906,906.0
larmor-baden,1,906,906.0
josnes,1,905,905.0
villamblard,1,905,905.0
monts-sur-guesnes,1,900,900.0
luttange,1,900,900.0
froissy,1,899,899.0
docelles,1,897,897.0
la baume-de-transit,1,897,897.0
anglure,1,897,897.0
remilly-sur-tille,1,892,892.0
saint-pierre-de-chignac,1,888,888.0
caves,1,888,888.0
peyrieu,1,888,888.0
saint-hilaire-du-maine,1,887,887.0
montaigut-le-blanc,1,878,878.0
civrac-de-blaye,1,877,877.0
bascons,1,877,877.0
moncontour,1,876,876.0
guerting,1,874,874.0
arleux-en-gohelle,1,873,873.0
crulai,2,873,436.0
saint-julien,2,873,436.0
vacheresse,1,872,872.0
mouliherne,1,872,872.0
saint-jean-soleymieux,1,872,872.0
pardies,1,871,871.0
pampelonne,1,870,870.0
lisle,1,870,870.0
port,1,869,869.0
gauciel,1,868,868.0
hon-hergies,1,868,868.0
saint-jean-le-vieux,1,866,866.0
grues,1,865,865.0
vron,1,863,863.0
saint-savin,2,862,431.0
peyrelevade,1,861,861.0
chambry,1,860,860.0
saint-lary-soulan,1,860,860.0
saint-laurent,2,858,429.0
saint-symphorien-de-marmagne,1,857,857.0
durmenach,1,857,857.0
giat,1,855,855.0
guyans-vennes,1,854,854.0
raucourt-et-flaba,1,854,854.0
grilly,1,853,853.0
ventron,1,852,852.0
champagne-en-valromey,1,851,851.0
saignes,1,850,850.0
troisvilles,1,850,850.0
chabottes,1,848,848.0
vrigny,1,847,847.0
robert-espagne,1,847,847.0
luri,1,844,844.0
muille-villette,1,843,843.0
saramon,1,841,841.0
mondevert,1,840,840.0
saint-bonnet-sur-gironde,2,839,420.0
flumet,1,839,839.0
celles-sur-plaine,1,837,837.0
le passage,1,835,835.0
manciet,1,831,831.0
puyvert,1,831,831.0
montsalvy,1,829,829.0
montbrehain,1,829,829.0
les mollettes,1,828,828.0
gastes,1,828,828.0
autreville,1,827,827.0
nivigne et suran,1,825,825.0
clion,1,825,825.0
montreuil,3,823,274.0
saulces-monclin,1,821,821.0
la chapelle-glain,1,820,820.0
saint-joseph,5,820,164.0
ger,1,814,814.0
volmunster,1,814,814.0
la grandville,1,812,812.0
poligny,1,810,810.0
grosville,1,808,808.0
pont-en-royans,1,807,807.0
arros-de-nay,1,805,805.0
aignan,1,805,805.0
esmery-hallon,1,804,804.0
aigremont,1,804,804.0
saint-aulaire,1,802,802.0
binges,1,801,801.0
saillenard,1,801,801.0
canly,1,801,801.0
salmiech,1,797,797.0
