Ville,Nombre de Salons,Population,Habitants par Salon
cerdon,1,797,797.0
seychalles,1,796,796.0
saint-michel-de-rieufret,1,793,793.0
coise,1,791,791.0
saint-seurin-de-cursac,1,791,791.0
villars,1,791,791.0
espiet,1,791,791.0
marolles,1,790,790.0
bonnut,1,787,787.0
villaines-sous-bois,1,783,783.0
crayssac,1,783,783.0
eyrans,2,782,391.0
saint-laurent-en-caux,1,781,781.0
bambecque,1,780,780.0
bordes,2,780,390.0
saint-sulpice,1,779,779.0
rouez,1,779,779.0
ville,2,778,389.0
saint-bonnet-de-joux,1,778,778.0
hauteluce,1,777,777.0
soppe-le-bas,2,775,388.0
sornac,1,774,774.0
moussy,1,774,774.0
saint-hostien,1,773,773.0
monteneuf,1,771,771.0
vuillafans,1,770,770.0
barbaira,1,769,769.0
limons,1,767,767.0
warloy-baillon,2,764,382.0
saint-maximin,1,764,764.0
damvix,1,763,763.0
longeau-percey,1,762,762.0
francescas,1,758,758.0
sauzet,1,754,754.0
vallenay,1,753,753.0
val-de-dagne,1,750,750.0
ruffey-sur-seille,1,749,749.0
orbigny,1,747,747.0
cierp-gaud,1,746,746.0
genouillac,1,745,745.0
douzens,1,745,745.0
le malzieu-ville,1,745,745.0
marolles,1,743,743.0
frontenaud,1,742,742.0
moulins,2,740,370.0
merlines,1,738,738.0
saint-gervais,1,736,736.0
champdeuil,1,734,734.0
montaut,1,734,734.0
bootzheim,1,734,734.0
bermerain,1,734,734.0
sauvigny-le-bois,1,733,733.0
san-giuliano,1,732,732.0
villefranche-de-panat,1,730,730.0
saint-germain,2,727,364.0
simorre,1,727,727.0
moyenneville,1,727,727.0
saint-aubin,1,724,724.0
senan,1,724,724.0
essoyes,1,724,724.0
dommartin,2,724,362.0
vernon,1,724,724.0
villiers-le-sec,1,722,722.0
ry,1,720,720.0
meisenthal,1,716,716.0
saint-julien-de-cassagnas,1,713,713.0
sommevoire,1,712,712.0
aubessagne,1,710,710.0
grainville-langannerie,1,708,708.0
courset,1,706,706.0
saint-laurent,2,704,352.0
mercatel,1,704,704.0
richerenches,1,701,701.0
saint-bonnet-le-courreau,1,701,701.0
aussois,1,701,701.0
turny,1,701,701.0
morsbronn-les-bains,1,701,701.0
sainte-marie,1,700,700.0
saint-paul,11,698,63.0
estivareilles,1,698,698.0
saint-ybard,1,698,698.0
noyers-pont-maugis,1,698,698.0
le broc,1,695,695.0
saint-paul,11,695,63.0
marolles,1,694,694.0
gargas,1,694,694.0
ormoy,1,693,693.0
saint-avit,1,693,693.0
ozan,1,692,692.0
bourgneuf,1,692,692.0
breilly,1,689,689.0
verteillac,1,689,689.0
boulon,1,687,687.0
nizas,1,685,685.0
saint-louis,7,685,98.0
rochefort-sur-nenon,1,684,684.0
orignolles,1,683,683.0
allonne,1,683,683.0
grignols,1,682,682.0
bordeaux-saint-clair,1,680,680.0
aigues-vives,1,679,679.0
gignac,1,679,679.0
lalande-en-son,1,678,678.0
luxey,1,677,677.0
apremont,1,676,676.0
vauvillers,1,675,675.0
le mont-saint-adrien,1,674,674.0
saint-maximin,1,669,669.0
bannost-villegagnon,1,669,669.0
chaumont,3,666,222.0
montrieux-en-sologne,1,665,665.0
lacropte,1,664,664.0
saint-symphorien,1,664,664.0
staple,1,663,663.0
saint-martin-des-champs,1,661,661.0
mousseaux-neuville,1,661,661.0
saint-pierre,8,657,82.0
montbozon,1,656,656.0
saint-hippolyte,1,654,654.0
roaix,1,653,653.0
croisilles,1,653,653.0
saint-mards-en-othe,1,650,650.0
breuil-barret,1,647,647.0
changy,1,647,647.0
saint-just,1,647,647.0
naves,1,645,645.0
beaumont,2,642,321.0
moyenneville,1,642,642.0
sauveterre-de-comminges,1,642,642.0
brassac,1,642,642.0
clarac,1,641,641.0
villerville,1,641,641.0
ozillac,1,640,640.0
sommepy-tahure,1,639,639.0
montaut,1,639,639.0
sainte-scolasse-sur-sarthe,1,638,638.0
belleherbe,1,636,636.0
inchy-en-artois,1,633,633.0
aunac-sur-charente,1,628,628.0
bailleul,1,625,625.0
sillars,1,625,625.0
charency-vezin,1,625,625.0
hambers,1,623,623.0
laning,1,622,622.0
longues-sur-mer,1,621,621.0
rouy,1,621,621.0
caillac,1,620,620.0
pomerol,1,620,620.0
longueville,1,619,619.0
pontavert,1,619,619.0
saint-aignan,1,618,618.0
courdemanche,1,618,618.0
origny-le-sec,1,617,617.0
fontaine,3,617,206.0
sainte-austreberthe,1,617,617.0
la puye,1,616,616.0
saint-marcel,1,615,615.0
escragnolles,1,614,614.0
baratier,1,613,613.0
marigny-chemereau,1,613,613.0
avroult,1,611,611.0
courdemanche,1,609,609.0
lavernat,1,606,606.0
issus,1,605,605.0
vautorte,1,604,604.0
courbouzon,1,604,604.0
noyal-sur-brutz,1,603,603.0
montesquiou,1,603,603.0
ruffec,1,597,597.0
villers,1,596,596.0
saint-aubin,1,596,596.0
vinay,1,594,594.0
buysscheure,1,592,592.0
sainte-radegonde,1,591,591.0
aigues-vives,1,591,591.0
saint-martial-de-nabirat,1,588,588.0
marsilly,1,585,585.0
mittelschaeffolsheim,1,584,584.0
barfleur,1,580,580.0
monchy-au-bois,1,576,576.0
peyssies,1,576,576.0
saint-symphorien,1,574,574.0
bren,1,572,572.0
la cambe,1,571,571.0
lacanche,1,571,571.0
limont-fontaine,1,569,569.0
cours,4,567,142.0
hombourg-budange,1,566,566.0
ouillon,1,565,565.0
pierreval,1,564,564.0
fleury,1,563,563.0
les bordes,1,559,559.0
beaufort,1,559,559.0
saint-ciers-du-taillon,1,558,558.0
saint-gervais,1,558,558.0
mercey-le-grand,1,558,558.0
chamaret,1,557,557.0
fontcouverte,1,556,556.0
uttenheim,1,556,556.0
lessard-en-bresse,1,555,555.0
les angles,1,555,555.0
oust,1,552,552.0
montpeyroux,1,552,552.0
liesle,1,547,547.0
eydoche,1,546,546.0
janailhac,1,545,545.0
kirrwiller,1,545,545.0
la rochette,1,544,544.0
pujols,1,544,544.0
moux-en-morvan,1,542,542.0
mareuil-sur-arnon,1,542,542.0
catillon-fumechon,1,541,541.0
tubersent,1,541,541.0
la forge,1,540,540.0
heuchin,1,540,540.0
jouy,1,539,539.0
deneuvre,1,537,537.0
reuilly,1,537,537.0
jouhet,1,534,534.0
drouges,1,533,533.0
saint-remy,1,531,531.0
perthes,1,530,530.0
saint-salvy-de-la-balme,1,530,530.0
saint-laurent,2,529,264.0
notre-dame-de-commiers,1,524,524.0
saint-denis,20,524,26.0
fontcouverte-la-toussuire,1,524,524.0
bourdettes,1,523,523.0
crachier,1,523,523.0
chanaz,1,523,523.0
rouvroy,1,522,522.0
marcenat,1,522,522.0
frizon,2,522,261.0
padoux,1,521,521.0
chelles,1,521,521.0
sauzet,1,520,520.0
valprivas,1,520,520.0
baugy,1,520,520.0
franvillers,1,520,520.0
essert-romand,1,519,519.0
narcy,1,517,517.0
marville,1,517,517.0
saint-aubin,1,516,516.0
orainville,1,516,516.0
la romaine,1,515,515.0
longvilliers,1,514,514.0
montreuil,3,513,171.0
petiville,1,512,512.0
saint-laurent,2,512,256.0
fresselines,1,511,511.0
beaurepaire,1,510,510.0
montaut,1,510,510.0
saint-laurent-de-condel,1,509,509.0
chaumont,3,506,169.0
rancon,1,505,505.0
esse,1,505,505.0
lemud,1,504,504.0
saint-laurent,2,504,252.0
bouin-plumoison,1,503,503.0
montchal,1,502,502.0
saint-julien-de-civry,1,501,501.0
colmars,1,501,501.0
gouex,1,499,499.0
conteville,1,498,498.0
seur,1,496,496.0
torcy-le-petit,1,493,493.0
la grave,2,492,246.0
ormes,1,492,492.0
neaux,1,492,492.0
baralle,1,491,491.0
fontenay,1,489,489.0
saint-symphorien,1,489,489.0
ussel,3,488,163.0
abzac,1,485,485.0
annouville-vilmesnil,1,484,484.0
sainte-magnance,1,484,484.0
bellengreville,1,483,483.0
ormes,1,482,482.0
wadelincourt,1,478,478.0
verdilly,1,477,477.0
changy,1,476,476.0
aigues-vives,1,476,476.0
amettes,1,476,476.0
romagne,1,476,476.0
chenevelles,1,476,476.0
la rochette,1,475,475.0
raves,1,475,475.0
apremont,1,474,474.0
montgesoye,1,474,474.0
accous,1,474,474.0
sainte-anne,1,473,473.0
villars,1,472,472.0
selles,1,471,471.0
thoiry,1,468,468.0
beaufort,1,468,468.0
longchamp,1,467,467.0
sainte-radegonde,1,466,466.0
ayzac-ost,1,463,463.0
bricon,1,463,463.0
jarnages,1,463,463.0
vignes,1,462,462.0
annebault,1,461,461.0
courville,1,461,461.0
ouville,1,460,460.0
campagnac,1,456,456.0
bagneux,1,456,456.0
rely,1,456,456.0
florimont,1,452,452.0
aubusson,2,451,226.0
croisilles,1,451,451.0
geishouse,1,451,451.0
montbrun-les-bains,1,450,450.0
montpeyroux,1,449,449.0
la chapelle-saint-fray,1,448,448.0
saint-hippolyte,1,447,447.0
thury,1,447,447.0
courbouzon,1,445,445.0
saint-martin-de-bavel,1,443,443.0
chepy,1,442,442.0
feigneux,1,441,441.0
ormes,1,439,439.0
auxon,1,438,438.0
cheveuges,1,437,437.0
sainte-marie,1,437,437.0
la chapelle-taillefert,1,436,436.0
vincelles,1,434,434.0
heilly,1,432,432.0
lieusaint,1,431,431.0
faleyras,1,430,430.0
olivet,2,427,214.0
pringy,1,425,425.0
saint-aubin,1,424,424.0
apinac,1,424,424.0
rang,1,423,423.0
obermorschwiller,1,422,422.0
saint-vincent,1,421,421.0
givraines,1,420,420.0
saint-beauzire,1,420,420.0
soulaines-dhuys,1,419,419.0
borne,1,419,419.0
baye,1,418,418.0
saint-germain-en-montagne,1,417,417.0
rousson,1,416,416.0
saint-aignan,1,416,416.0
bully,1,415,415.0
montaigut-le-blanc,1,415,415.0
authieule,1,415,415.0
bonnes,1,415,415.0
chasselay,1,414,414.0
gannay-sur-loire,1,413,413.0
cesseras,1,411,411.0
kesseldorf,1,411,411.0
villecomtal,1,411,411.0
sainte-austreberthe,1,410,410.0
marcenat,1,409,409.0
villers-plouich,1,408,408.0
saint-vincent,1,408,408.0
selles,1,406,406.0
saint-sulpice,1,406,406.0
giverville,1,405,405.0
burey,1,405,405.0
saint-illiers-la-ville,1,403,403.0
bluffy,1,403,403.0
amblans-et-velotte,1,401,401.0
vicq,1,401,401.0
montmirail,1,398,398.0
thevet-saint-julien,1,397,397.0
rouillac,1,397,397.0
morangis,2,396,198.0
ratenelle,1,395,395.0
bourg-de-visa,1,392,392.0
saint-pierre-la-noaille,1,391,391.0
campagne,1,390,390.0
saint-cyprien,2,390,195.0
apremont,1,387,387.0
aubeterre-sur-dronne,1,387,387.0
herbinghen,1,386,386.0
genay,1,384,384.0
saint-gratien,1,383,383.0
saint-victor-en-marche,1,383,383.0
la haye,1,382,382.0
frasnoy,1,382,382.0
villespy,1,380,380.0
saint-savin,2,380,190.0
soncourt-sur-marne,1,379,379.0
villereau,1,378,378.0
torpes,1,376,376.0
fournels,1,375,375.0
saint-ambroix,2,373,186.0
longueville,1,373,373.0
saint-aubin,1,371,371.0
saint-poncy,1,367,367.0
saint-loup-du-dorat,1,366,366.0
noirefontaine,1,365,365.0
saint-marcel,1,365,365.0
coulobres,1,364,364.0
saint-pierre,8,362,45.0
saint-sulpice-les-champs,1,361,361.0
saint-jean-de-nay,1,360,360.0
barcelonne,1,359,359.0
dommartin,2,353,176.0
passy,2,352,176.0
montpeyroux,1,350,350.0
massy,1,348,348.0
les ormes,1,348,348.0
sornay,1,343,343.0
salles,1,341,341.0
falaise,2,339,170.0
labastide-villefranche,1,339,339.0
bonneville,2,338,169.0
vicq,1,337,337.0
selles,1,336,336.0
chevannes,2,333,166.0
bagneux,1,331,331.0
champoly,1,331,331.0
doucier,1,328,328.0
saint-michel,2,324,162.0
neuvy,1,323,323.0
ingrandes,1,322,322.0
campagne,1,321,321.0
saint-paul,11,318,29.0
perthes,1,317,317.0
crouttes,1,317,317.0
allonnes,1,316,316.0
saint-martin-des-champs,1,315,315.0
saint-avit,1,314,314.0
saint-martin-des-champs,1,313,313.0
doumy,1,312,312.0
azincourt,1,311,311.0
condes,1,310,310.0
saron-sur-aube,1,310,310.0
mars-sur-allier,1,310,310.0
saint-pierre,8,309,39.0
miremont,1,307,307.0
ligneyrac,1,307,307.0
curchy,1,307,307.0
mesbrecourt-richecourt,1,307,307.0
loudenvielle,1,306,306.0
eymouthiers,1,306,306.0
mailly-raineval,1,305,305.0
ancerville,1,304,304.0
saint-paul-de-fourques,1,303,303.0
poligny,1,303,303.0
baulay,1,303,303.0
saint-denis,20,303,15.0
roquefort,1,301,301.0
salles,1,300,300.0
jort,1,300,300.0
le castellet,1,299,299.0
beaumont,2,298,149.0
moissac-bellevue,1,298,298.0
voulaines-les-templiers,1,298,298.0
saint-michel,2,298,149.0
grigny,3,297,99.0
saint-gilles,2,297,148.0
saint-aubin,1,296,296.0
saint-jean-le-vieux,1,296,296.0
le noyer,1,296,296.0
authie,1,296,296.0
villard-sallet,1,295,295.0
saix,1,295,295.0
vincelles,1,293,293.0
andilly,1,293,293.0
francheville,1,289,289.0
saint-martin-des-champs,1,289,289.0
longueville,1,288,288.0
saint-flour,3,288,96.0
thury,1,283,283.0
croix-moligneaux,1,283,283.0
champignol-lez-mondeville,1,283,283.0
francheville,1,283,283.0
bauzy,1,282,282.0
gardes-le-pontaroux,1,282,282.0
seringes-et-nesles,1,280,280.0
saint-gilles,2,280,140.0
richebourg,1,279,279.0
givry,1,278,278.0
champguyon,1,277,277.0
aigne,1,276,276.0
moyenneville,1,275,275.0
le val,1,274,274.0
nelling,1,272,272.0
saint-aubin,1,270,270.0
saint-michel,2,269,134.0
bailleul,1,269,269.0
saint-avit,1,268,268.0
montigny-sur-aube,1,268,268.0
valleroy-aux-saules,1,268,268.0
hohfrankenheim,1,267,267.0
chelers,1,266,266.0
aulnay-sur-marne,1,265,265.0
garrigues,1,265,265.0
vieux-lixheim,1,264,264.0
fontaine,3,264,88.0
le cayrol,1,263,263.0
la chapelle-rambaud,1,262,262.0
neuvy,1,262,262.0
saint-sulpice,1,261,261.0
diou,1,261,261.0
hamelincourt,1,260,260.0
vindecy,1,259,259.0
marseillan,3,259,86.0
rumilly,3,259,86.0
saint-michel,2,258,129.0
lassay-sur-croisne,1,258,258.0
roche,1,258,258.0
londigny,1,257,257.0
arques,1,257,257.0
rochegude,1,255,255.0
moutiers,3,255,85.0
guerpont,1,254,254.0
montaut,1,254,254.0
grisolles,1,254,254.0
longvilliers,1,253,253.0
narcy,1,252,252.0
saint-aignan,1,252,252.0
vauvillers,1,251,251.0
anlezy,1,251,251.0
brassac,1,251,251.0
mauriac,1,249,249.0
castres,10,249,25.0
munster,2,249,124.0
mesmont,1,249,249.0
occhiatana,1,247,247.0
beaumont,2,247,124.0
saint-pierre,8,247,31.0
baugy,1,246,246.0
les cluses,1,245,245.0
la frette,1,245,245.0
auriac,1,244,244.0
charron,1,242,242.0
rochefort,8,242,30.0
sainte-suzanne,2,241,120.0
droupt-sainte-marie,1,241,241.0
salles,1,240,240.0
ormoy,1,240,240.0
damery,1,240,240.0
saint-avit,1,239,239.0
vernon,1,239,239.0
vosnon,1,235,235.0
auriac,1,235,235.0
antagnac,1,234,234.0
arnaud-guilhem,1,234,234.0
vrigny,1,232,232.0
saint-aubin,1,231,231.0
verdun,3,230,77.0
clamecy,1,230,230.0
change,3,230,77.0
flers,6,230,38.0
saint-paul,11,227,21.0
saint-astier,1,227,227.0
fleury,1,226,226.0
villegenon,1,225,225.0
beaufort,1,223,223.0
saint-julien,2,223,112.0
ormoy,1,222,222.0
le noyer,1,222,222.0
la couture,1,221,221.0
le noyer,1,219,219.0
sergeac,1,219,219.0
villers,1,216,216.0
saint-aignan,1,216,216.0
la martre,1,216,216.0
beaumont-hamel,1,215,215.0
conteville,1,215,215.0
saint-martin-sur-cojeul,1,214,214.0
taurignan-vieux,1,214,214.0
saint-denis-des-monts,1,213,213.0
vitrolles,2,212,106.0
croisilles,1,211,211.0
selles,1,211,211.0
francheville,1,211,211.0
andornay,1,208,208.0
rouvrois-sur-meuse,1,208,208.0
cours,4,207,52.0
viller,1,205,205.0
rexingen,1,204,204.0
ardelles,1,203,203.0
valence,3,201,67.0
saint-avit,1,201,201.0
saint-vincent,1,200,200.0
dannemarie,1,199,199.0
lisle,1,198,198.0
flers,6,198,33.0
maurepas,1,197,197.0
la saucelle,1,197,197.0
saint-pierre-du-mont,1,194,194.0
bellegarde,1,190,190.0
chagny,2,190,95.0
craon,1,189,189.0
mont,1,188,188.0
autreville,1,188,188.0
chilly,2,188,94.0
villiers-le-sec,1,188,188.0
salles,1,188,188.0
giron,1,187,187.0
baudrecourt,1,187,187.0
landouzy-la-cour,1,187,187.0
sainte-radegonde,1,186,186.0
clarac,1,185,185.0
saint-aubin,1,184,184.0
ormes,1,184,184.0
saint-laurent,2,182,91.0
givry,1,182,182.0
garrigues,1,181,181.0
clefmont,1,179,179.0
chaumont,3,178,59.0
labatut,2,177,88.0
labatut,2,177,88.0
mireval-lauragais,1,176,176.0
bagneux,1,176,176.0
villars,1,176,176.0
saint-erblon,1,176,176.0
saint-benin-des-bois,1,175,175.0
saint-pierre-de-belleville,1,175,175.0
dommartin,2,174,87.0
polignac,1,173,173.0
fresnes,2,173,86.0
la neuville-aux-larris,1,172,172.0
saint-avit,1,172,172.0
leudon-en-brie,1,171,171.0
croix,1,168,168.0
saint-mard,1,168,168.0
senlis,1,167,167.0
loddes,1,166,166.0
saint-priest,2,166,83.0
bagneux,1,165,165.0
ger,1,165,165.0
campagne,1,165,165.0
chevannes,2,164,82.0
ayguetinte,1,164,164.0
saint-germain,2,164,82.0
saint-paul,11,159,14.0
saint-just,1,158,158.0
nestier,1,158,158.0
nizas,1,158,158.0
rougemont,1,157,157.0
vicq,1,157,157.0
sainte-radegonde,1,156,156.0
le port,5,155,31.0
francheville,1,154,154.0
sergy,1,154,154.0
campagnac,1,154,154.0
saint-marcel,1,154,154.0
chavigny,1,154,154.0
nozay,1,153,153.0
saint-aignan,1,151,151.0
chilly,2,148,74.0
saint-sulpice,1,148,148.0
artix,1,144,144.0
les loges,1,143,143.0
beaumont,2,142,71.0
fleury,1,141,141.0
longueville,1,140,140.0
saint-just,1,138,138.0
beuvrigny,1,138,138.0
saint-vallier,2,137,68.0
arques,1,137,137.0
saint-pierre,8,136,17.0
saint-hippolyte,1,135,135.0
saint-symphorien,1,135,135.0
les loges,1,134,134.0
beynes,1,134,134.0
prades,1,134,134.0
saint-sulpice,1,133,133.0
moussy,1,132,132.0
montaut,1,132,132.0
igney,1,130,130.0
les angles,1,129,129.0
la neuville-à-maire,1,127,127.0
le pontet,4,127,32.0
dombasle-en-xaintois,1,126,126.0
montaut,1,124,124.0
fleury,1,123,123.0
changy,1,123,123.0
saint-michel,2,123,62.0
naves,1,121,121.0
beaumont,2,121,60.0
saint-hippolyte,1,121,121.0
apremont,1,120,120.0
sainte-anne,1,118,118.0
gizaucourt,1,118,118.0
lalanne-trie,1,116,116.0
condes,1,116,116.0
la haye,1,115,115.0
saint-mard,1,115,115.0
quissac,1,115,115.0
dannemarie,1,113,113.0
vix,1,112,112.0
saint-julien,2,112,56.0
cheniers,1,111,111.0
saint-gilles,2,111,56.0
sainte-marie,1,109,109.0
moussy,1,106,106.0
prugnanes,1,104,104.0
saint-vallier,2,99,50.0
soucy,1,98,98.0
saint-pierre,8,98,12.0
ussel,3,97,32.0
mesmont,1,96,96.0
saint-marcel,1,94,94.0
marseillan,3,93,31.0
saint-sulpice,1,93,93.0
baudrecourt,1,92,92.0
fenouillet,1,90,90.0
saint-mard,1,89,89.0
presles,1,89,89.0
fontenay,1,89,89.0
les bordes,1,88,88.0
torcy-le-petit,1,86,86.0
sainte-marie,1,84,84.0
sainte-marie,1,84,84.0
augy,1,83,83.0
mont-saint-martin,1,83,83.0
mont-saint-martin,1,83,83.0
domblain,1,82,82.0
quilly,1,82,82.0
saint-pierre-du-mont,1,81,81.0
aigremont,1,81,81.0
rouhe,1,81,81.0
montdidier,2,80,40.0
saignes,1,79,79.0
saint-usage,2,78,39.0
moulins,2,77,38.0
mont-saint-martin,1,76,76.0
saint-michel,2,76,38.0
marsas,2,74,37.0
conteville,1,73,73.0
nay,1,72,72.0
beaumont,2,72,36.0
gignac,1,72,72.0
lavaur,1,72,72.0
longchamp,1,71,71.0
gilley,1,70,70.0
bagneux,1,70,70.0
la rochette,1,70,70.0
beaurepaire,1,68,68.0
angles,2,68,34.0
passy,2,66,33.0
prades,1,66,66.0
poligny,1,66,66.0
fresnes,2,66,33.0
sainte-marie,1,65,65.0
sainte-radegonde,1,63,63.0
ribeauville,1,63,63.0
la rochette,1,61,61.0
blanquefort,2,59,30.0
francheville,1,56,56.0
la chapelle-sous-orbais,1,56,56.0
saint-jeannet,1,55,55.0
arcey,1,54,54.0
chaumont,3,54,18.0
sainte-catherine,1,54,54.0
longmesnil,1,52,52.0
borne,1,51,51.0
villiers-le-sec,1,49,49.0
saint-michel,2,49,24.0
chef-haut,1,48,48.0
callian,1,48,48.0
fontenay,1,46,46.0
mont,1,44,44.0
auriac,1,43,43.0
sainte-luce,1,43,43.0
sainte-anne,1,42,42.0
la rochelle,11,39,4.0
la montagne,1,37,37.0
sorbiers,1,37,37.0
chazelles,1,37,37.0
buxerolles,1,36,36.0
prades,1,33,33.0
chazelles,1,33,33.0
montgru-saint-hilaire,1,33,33.0
aigremont,1,20,20.0
