Ville,Nombre de Salons,Population
sains-en-gohelle,1,6183
villegenon,1,225
la tour-en-maurienne,1,1104
orbigny,1,747
meschers-sur-gironde,1,3174
arnaud-guilhem,1,234
fontainebleau,1,15323
airaines,1,2410
lacanche,1,571
pomerol,1,620
ratenelle,1,395
moncontour,1,876
moncontour,1,1006
bennecourt,1,1919
montfermeil,1,26889
grignols,1,682
grignols,1,1215
val-revermont,1,2654
soucieu-en-jarrest,1,4598
liancourt,1,6941
vendargues,1,6315
bailly-romainvilliers,1,7582
beuvrigny,1,138
chantenay-saint-imbert,1,1192
escragnolles,1,614
auby,1,7315
crouy,1,2952
malansac,1,2245
notre-dame-de-bondeville,1,7119
blanzy,1,6286
basse-pointe,1,3071
souppes-sur-loing,1,5498
marolles,1,790
marolles,1,743
marolles,1,912
marolles,1,694
montmeyran,1,3011
damprichard,1,1942
grez-sur-loing,1,1451
buxy,1,2221
gouzon,1,1600
tour-en-sologne,1,1133
brionne,1,4430
vauvert,1,11742
damvix,1,763
arleux,1,3244
saint-beauzire,1,420
saint-beauzire,1,2211
crisolles,1,955
pardies,1,871
mareuil-le-port,1,1184
landouzy-la-cour,1,187
divonne-les-bains,1,9878
vaiges,1,1180
maroilles,1,1426
noues de sienne,1,4523
belle-isle-en-terre,1,1050
lailly-en-val,1,3157
nouan-le-fuzelier,1,2367
monchy-au-bois,1,576
ouville,1,460
wadelincourt,1,478
flumet,1,839
luriecq,1,1328
charron,1,2012
charron,1,242
saint-loup-du-dorat,1,366
sathonay-camp,1,5993
bourcefranc-le-chapus,1,3573
geishouse,1,451
la chapelle-sur-erdre,1,20044
issus,1,605
oucques la nouvelle,1,1751
val d'oust,1,2780
montoir-de-bretagne,1,7166
biguglia,1,8050
vrigny,1,847
vrigny,1,232
roquefort,1,301
roquefort,1,1941
roquefort,1,1921
leers,1,9552
friville-escarbotin,1,4672
marcoussis,1,8300
joyeuse,1,1750
pierres,1,2839
pers-jussy,1,3142
saint-aubin-des-ormeaux,1,1351
miremont,1,2526
miremont,1,307
varennes-sur-seine,1,3532
annouville-vilmesnil,1,484
froncles,1,1545
meisenthal,1,716
teting-sur-nied,1,1340
coulaines,1,7548
saint-mamert-du-gard,1,1655
celles-sur-plaine,1,837
viriville,1,1652
mouzillon,1,2882
mittelschaeffolsheim,1,584
doucier,1,328
neufgrange,1,1420
launac,1,1416
drouges,1,533
la neuville-à-maire,1,127
baume-les-dames,1,5226
dannemarie,1,113
dannemarie,1,2284
dannemarie,1,199
fitou,1,1072
pont-de-veyle,1,1690
yffiniac,1,5117
piolenc,1,5357
pinet,1,1782
gray,1,5916
sainte-magnance,1,484
portiragnes,1,3194
hombourg-budange,1,566
charvieu-chavagneux,1,9740
les houches,1,3020
jonchery-sur-vesle,1,1910
morsbronn-les-bains,1,701
caumont-sur-durance,1,4984
ploumilliau,1,2534
saint-sauveur-des-landes,1,1537
saint-savinien,1,2539
le cheylas,1,2608
potigny,1,2092
toulon-sur-arroux,1,1624
andeville,1,3272
giverville,1,405
bignan,1,2852
noyers-pont-maugis,1,698
la clusaz,1,1789
guipry-messac,1,7110
auxon,1,1015
auxon,1,438
vaucouleurs,1,1966
chavagne,1,4093
athis-val de rouvre,1,4343
tomblaine,1,9164
sisco,1,1178
castillon-la-bataille,1,3202
montbonnot-saint-martin,1,5692
puyloubier,1,1895
mercey-le-grand,1,558
ugine,1,7332
bordeaux-saint-clair,1,680
le croisic,1,4147
saint-lumine-de-clisson,1,2148
cany-barville,1,3105
sainte-pazanne,1,6901
marcoing,1,1913
saint-georges-sur-eure,1,2870
le pouliguen,1,4376
andancette,1,1375
losne,1,1642
fourchambault,1,4287
loudun,1,7091
achicourt,1,7903
chavanod,1,2810
veauche,1,9088
gauciel,1,868
donnery,1,2893
neuvecelle,1,3140
baralle,1,491
raimbeaucourt,1,4058
beaumes-de-venise,1,2436
cheffes,1,986
artenay,1,1917
breteil,1,3660
roujan,1,2186
sarceaux,1,1084
nestier,1,158
saint-molf,1,2679
marin,1,1840
le merzer,1,986
lisle-sur-tarn,1,4778
soullans,1,4312
saint-aubin,1,296
saint-aubin,1,596
saint-aubin,1,231
saint-aubin,1,184
saint-aubin,1,1843
saint-aubin,1,516
saint-aubin,1,424
saint-aubin,1,371
saint-aubin,1,270
saint-aubin,1,724
onesse-laharie,1,1028
terranjou,1,4050
airvault,1,3328
arzens,1,1256
illfurth,1,2513
saint-folquin,1,2287
gouex,1,499
aulnay-sur-marne,1,265
saugues,1,1863
saint-gervais-en-belin,1,2120
sarreguemines,1,21232
plouarzel,1,3785
bazet,1,1763
roche,1,2136
roche,1,258
cergy,1,65647
saint-baldoph,1,2902
delme,1,1133
rupt-sur-moselle,1,3592
saint-trojan-les-bains,1,1285
pont-de-vaux,1,2303
servon-sur-vilaine,1,3761
amfreville-la-mi-voie,1,3302
aoste,1,2932
saint-mihiel,1,4187
notre-dame-de-commiers,1,524
combourg,1,6075
grasse,1,51342
saint-dionisy,1,1052
rosselange,1,2711
garrigues,1,181
garrigues,1,265
montbozon,1,656
villejuif,1,55047
bray-sur-seine,1,2261
saint-jean-de-maurienne,1,8146
annezin,1,5944
champs-sur-marne,1,25195
lans-en-vercors,1,2776
lacanau,1,4985
la hague,1,11998
jonchery,1,1049
beaumont-sur-sarthe,1,1986
robert-espagne,1,847
champdeuil,1,734
montchal,1,502
troisvilles,1,850
perthes,1,317
perthes,1,530
perthes,1,2019
quilly,1,82
quilly,1,1391
amou,1,1562
piriac-sur-mer,1,2296
formerie,1,2160
reuilly,1,537
reuilly,1,2064
la motte,1,2166
la motte,1,2896
gabarret,1,1541
wignehies,1,2934
knutange,1,3261
villerupt,1,9843
cazes-mondenard,1,1206
montrieux-en-sologne,1,665
saint-julien-de-civry,1,501
saint-denis-en-bugey,1,2336
cestas,1,17181
chamberet,1,1385
orainville,1,516
chamaret,1,557
soucy,1,98
soucy,1,1634
ruffec,1,3571
ruffec,1,597
bonnut,1,787
sornac,1,774
oermingen,1,1265
condat-sur-vienne,1,5229
sauveterre-de-comminges,1,642
barlin,1,7704
saint-branchs,1,2638
leudeville,1,1488
paillet,1,1238
goderville,1,2891
locoal-mendon,1,3481
gallardon,1,3727
orignolles,1,683
larmor-baden,1,906
les loges,1,134
les loges,1,143
les loges,1,1179
moussoulens,1,1048
saint-avit,1,201
saint-avit,1,314
saint-avit,1,693
saint-avit,1,172
saint-avit,1,239
saint-avit,1,268
tallende,1,1563
magalas,1,3400
hallennes-lez-haubourdin,1,4471
laval-pradel,1,1184
thiron-gardais,1,1006
la norville,1,4139
itteville,1,6646
montayral,1,2746
pontcharra,1,7514
frasnoy,1,382
fournels,1,375
pontivy,1,15544
esquerdes,1,1649
voisins-le-bretonneux,1,11426
rochechouart,1,3827
mercatel,1,704
macau,1,4249
dives-sur-mer,1,5732
la francheville,1,1730
azay-le-rideau,1,3589
saint-bonnet-de-mure,1,6879
cousances-les-forges,1,1720
valgelon-la rochette,1,4215
publier,1,7356
sassenage,1,11577
boulogne-billancourt,1,121249
la haye,1,4124
la haye,1,382
la haye,1,115
saint-nicolas-de-redon,1,3247
euville,1,1692
saint-mards-en-othe,1,650
apprieu,1,3401
sainte-marie,1,84
sainte-marie,1,109
sainte-marie,1,700
sainte-marie,1,437
sainte-marie,1,2313
sainte-marie,1,84
sainte-marie,1,65
sainte-marie,1,16082
sainte-marie,1,34230
valras-plage,1,4265
saint-pierre-du-regard,1,1441
barbaira,1,769
leffrinckoucke,1,4358
poisy,1,8481
sainte-croix-en-plaine,1,3043
robion,1,4603
senan,1,724
verneuil-en-halatte,1,4747
lagny-sur-marne,1,21601
nancray,1,1289
corneilhan,1,1747
moyaux,1,1392
lion-sur-mer,1,2500
peyrehorade,1,3870
chauny,1,12317
curchy,1,307
gignac,1,6303
gignac,1,679
gignac,1,72
rountzenheim-auenheim,1,1966
francescas,1,758
saint-just,1,950
saint-just,1,647
saint-just,1,138
saint-just,1,3298
saint-just,1,1091
saint-just,1,158
volmunster,1,814
champignelles,1,1036
brie-comte-robert,1,18133
aigues-vives,1,679
aigues-vives,1,591
aigues-vives,1,3385
aigues-vives,1,476
lusignan,1,2686
biache-saint-vaast,1,4115
coudekerque-branche,1,21428
pontavert,1,619
campagne,1,390
campagne,1,321
campagne,1,1026
campagne,1,165
smarves,1,2851
saint-maximin,1,764
saint-maximin,1,669
saint-maximin,1,3049
lamastre,1,2386
dompierre-sur-mer,1,5621
villaines-sous-bois,1,783
canet,1,1796
canet,1,3548
longny les villages,1,3059
sommepy-tahure,1,639
longmesnil,1,52
livry-gargan,1,44661
venarey-les-laumes,1,2921
caden,1,1669
villenauxe-la-grande,1,2752
meysse,1,1334
franvillers,1,520
cartignies,1,1263
santes,1,5778
val-de-scie,1,2579
coulombs,1,1371
roussillon,1,8586
roussillon,1,1336
janailhac,1,545
la chapelle-palluau,1,964
cachan,1,31542
choisy-en-brie,1,1367
morsang-sur-orge,1,21083
gries,1,2906
navarrenx,1,1065
les vans,1,2734
fougerolles-saint-valbert,1,3931
durmenach,1,857
ciboure,1,6430
ferques,1,1816
camors,1,3091
champagne-en-valromey,1,851
lavernose-lacasse,1,3127
saint-julien-de-concelles,1,7015
chelles,1,521
chelles,1,55195
elliant,1,3412
la chapelle-glain,1,820
prigonrieux,1,4235
lannilis,1,5706
brassac,1,642
brassac,1,1323
brassac,1,251
neuvic,1,1902
neuvic,1,3655
chabanais,1,1684
arques-la-bataille,1,2636
nontron,1,3160
villemur-sur-tarn,1,5993
monticello,1,1969
rethel,1,7895
senonches,1,3132
lourmarin,1,1099
le pont-de-beauvoisin,1,3771
le pont-de-beauvoisin,1,2106
la couture,1,2836
la couture,1,221
sampans,1,1177
andelnans,1,1221
cusset,1,13142
saint-christophe-du-ligneron,1,2596
noyelles-godault,1,6007
chevigny-saint-sauveur,1,11539
dargnies,1,1264
nieul-sur-mer,1,5903
doubs,1,3110
fenouillet,1,5219
fenouillet,1,90
yainville,1,1063
avesnes-les-aubert,1,3674
voreppe,1,9655
marvejols,1,4963
domart-en-ponthieu,1,1106
dombasle-sur-meurthe,1,9926
pamproux,1,1762
mareuil-sur-lay-dissais,1,2938
puget-sur-argens,1,8218
pomarez,1,1577
bluffy,1,403
morteau,1,7244
wattignies,1,14743
esternay,1,1902
saint-germain-du-puy,1,5199
poullan-sur-mer,1,1610
saint-gervasy,1,1926
moux-en-morvan,1,542
aramon,1,4311
coupvray,1,2892
saint-gervais,1,736
saint-gervais,1,1896
saint-gervais,1,558
saint-gervais,1,2706
saint-gervais,1,939
grenade,1,8946
leimbach,1,916
croisilles,1,653
croisilles,1,451
croisilles,1,211
croisilles,1,1955
sainte-jamme-sur-sarthe,1,2083
anglure,1,897
mayenne,1,13551
coubon,1,3331
baye,1,1183
baye,1,418
ambronay,1,2841
braine,1,2238
martres-tolosane,1,2425
colomars,1,3465
warhem,1,2075
boulon,1,687
poligny,1,303
poligny,1,66
poligny,1,4454
poligny,1,810
cavignac,1,2080
saint-martin-la-pallu,1,5642
courbevoie,1,82327
cherveux,1,1947
grainville-langannerie,1,708
pons,1,4431
meyssac,1,1328
la magdelaine-sur-tarn,1,1192
artix,1,144
artix,1,3488
sussargues,1,2806
saint-martin-en-bresse,1,1998
guise,1,4929
gamaches,1,2634
carbonne,1,5816
dourdan,1,10990
valprivas,1,520
vuillafans,1,770
grimaud,1,4601
voujeaucourt,1,3259
ydes,1,1729
stains,1,38823
saint-yzan-de-soudiac,1,2403
wizernes,1,3397
serquigny,1,2034
diou,1,1423
diou,1,261
correns,1,911
aureilhan,1,1092
aureilhan,1,7967
vic-fezensac,1,3558
sangatte,1,4946
saint-victor-en-marche,1,383
haillicourt,1,4923
lamarque,1,1321
saint-symphorien,1,135
saint-symphorien,1,489
saint-symphorien,1,1870
saint-symphorien,1,664
saint-symphorien,1,574
saint-symphorien,1,1975
vignacourt,1,2398
breilly,1,689
cheix-en-retz,1,1075
novillars,1,1542
bourg-de-visa,1,392
mieussy,1,2399
cazaubon,1,1663
saint-quentin-la-poterie,1,3117
mions,1,13661
perrecy-les-forges,1,1657
suippes,1,3960
pavilly,1,6364
ribeauville,1,63
lempdes,1,8832
courdemanche,1,609
courdemanche,1,618
caulnes,1,2640
augy,1,83
augy,1,1100
graveson,1,4944
le castellet,1,299
le castellet,1,3927
montsalvy,1,829
gouesnou,1,6246
gerzat,1,10453
rives de l'yon,1,4335
quarante,1,1793
pontoise,1,31434
renaison,1,3249
fontvieille,1,3682
vasselay,1,1474
saulieu,1,2518
vion,1,962
vion,1,1481
fontenay,1,89
fontenay,1,46
fontenay,1,1260
fontenay,1,489
machilly,1,1106
antagnac,1,234
obermorschwiller,1,422
leuville-sur-orge,1,4528
le haillan,1,11197
tavaux,1,4012
soisy-sous-montmorency,1,18341
toucy,1,2802
taradeau,1,1837
riquewihr,1,1096
sauzet,1,1897
sauzet,1,754
sauzet,1,520
le houlme,1,4079
la richardais,1,2375
mauron,1,3145
saint-salvy-de-la-balme,1,530
bazeilles,1,2612
monclar-de-quercy,1,2011
tende,1,2227
bouaye,1,7997
peyrelevade,1,861
phalsbourg,1,4986
villeneuve-en-perseigne,1,2238
athis-mons,1,34724
nivillac,1,4696
le portel,1,9343
beaurains,1,5729
rety,1,2112
nogent,1,3815
portets,1,2735
saron-sur-aube,1,310
saint-laurent-blangy,1,6670
verny,1,2040
villiers-saint-georges,1,1252
pont-sur-yonne,1,3395
courbouzon,1,604
courbouzon,1,445
saint-briac-sur-mer,1,2132
cierp-gaud,1,746
deneuvre,1,537
mamirolle,1,1793
essert-romand,1,519
fessenheim,1,2401
lucciana,1,5829
estevelles,1,2055
villespy,1,380
mouthe,1,1133
tavel,1,2014
pierreval,1,564
nogent-le-rotrou,1,10156
mouleydier,1,1150
padoux,1,521
vauvillers,1,675
vauvillers,1,251
guyans-vennes,1,854
savigny-en-revermont,1,1173
oletta,1,1709
sully-sur-loire,1,5439
benet,1,4086
ruelle-sur-touvre,1,7406
hochfelden,1,4025
andornay,1,208
saint-marcel,1,1304
saint-marcel,1,365
saint-marcel,1,4629
saint-marcel,1,1604
saint-marcel,1,154
saint-marcel,1,1121
saint-marcel,1,94
saint-marcel,1,6222
saint-marcel,1,615
castelsarrasin,1,14267
saint-fiel,1,1061
aurec-sur-loire,1,6194
albert,1,10102
vermenton,1,1316
auch,1,23067
barcelonne,1,359
jaujac,1,1250
louzy,1,1381
bourbriac,1,2321
margencel,1,2222
roquefort-les-pins,1,6942
cheny,1,2534
richerenches,1,701
beaurepaire,1,5003
beaurepaire,1,68
beaurepaire,1,510
beaurepaire,1,2449
le doulieu,1,1500
la saucelle,1,197
berd'huis,1,1142
bagneux,1,70
bagneux,1,331
bagneux,1,176
bagneux,1,456
bagneux,1,165
bagneux,1,41111
pringy,1,425
pringy,1,2943
castets et castillon,1,1470
maignelay-montigny,1,2731
burlats,1,2182
saint-sauveur-en-rue,1,1117
saint-jeoire,1,3397
marville,1,517
montcaret,1,1475
rely,1,456
eyjeaux,1,1349
sailly-lez-lannoy,1,1885
chaulnes,1,2113
vue,1,1664
ivry-la-bataille,1,2753
soubise,1,3027
taintrux,1,1585
lamarche,1,917
violaines,1,3697
auray,1,14016
riedisheim,1,12998
amilly,1,1889
amilly,1,13577
francheville,1,289
francheville,1,56
francheville,1,211
francheville,1,283
francheville,1,154
francheville,1,14464
mouy,1,5363
rosheim,1,5258
saint antoine l'abbaye,1,1185
charly-sur-marne,1,2659
le breuil-sur-couze,1,1139
sergeac,1,219
puyvert,1,831
liesle,1,547
roubaix,1,97492
eaubonne,1,25430
wiesviller,1,989
garches,1,18284
florimont,1,452
kilstett,1,2542
damigny,1,2633
saint-romain-le-puy,1,4058
urcuit,1,2554
quinssaines,1,1512
dampierre-les-bois,1,1662
palavas-les-flots,1,6020
amfreville,1,1419
le plessis-grammoire,1,2438
gretz-armainvilliers,1,8719
saint-martin-du-tertre,1,1612
saint-martin-du-tertre,1,2791
plougastel-daoulas,1,13698
baudrecourt,1,92
baudrecourt,1,187
marles-les-mines,1,5608
herrlisheim,1,4912
bubry,1,2411
cessenon-sur-orb,1,2325
le plessis-robinson,1,29249
nozay,1,153
nozay,1,4195
nozay,1,4715
vernou-sur-brenne,1,2748
dieuze,1,3137
maisons-alfort,1,55988
dun-le-palestel,1,1137
vicq,1,337
vicq,1,157
vicq,1,1508
vicq,1,401
castries,1,6280
toulenne,1,2668
mortain-bocage,1,3208
estissac,1,1874
taurignan-vieux,1,214
valensole,1,3263
tencin,1,2119
plabennec,1,8596
moissy-cramayel,1,17839
la montagne,1,6379
la montagne,1,37
houilles,1,32480
carnin,1,1026
crusnes,1,1591
bezouce,1,2331
villebernier,1,1524
cesseras,1,411
meudon,1,46009
remilly-sur-tille,1,892
isle,1,7842
prinquiau,1,3524
bretignolles-sur-mer,1,4750
heillecourt,1,5611
clamecy,1,230
clamecy,1,3920
la penne-sur-huveaune,1,6495
vinay,1,4324
vinay,1,594
saint-benin-des-bois,1,175
ballon-saint mars,1,2262
laussonne,1,1029
ventron,1,852
neuvy,1,1819
neuvy,1,323
neuvy,1,262
luzy,1,2026
hauteluce,1,777
pommeret,1,2109
malijai,1,2005
montlouis-sur-loire,1,10817
licques,1,1650
pouldergat,1,1236
labastidette,1,2596
villebret,1,1352
sommevoire,1,712
saint-usuge,1,1364
cers,1,2607
sauvagnon,1,3409
amblans-et-velotte,1,401
wintershouse,1,906
montreuil-bellay,1,4071
laives,1,1057
montaut,1,734
montaut,1,132
montaut,1,510
montaut,1,124
montaut,1,639
montaut,1,254
montaut,1,1156
lys-haut-layon,1,8066
treize-septiers,1,3290
sinceny,1,2082
grammond,1,927
pexiora,1,1244
calenzana,1,2372
roquebrune-cap-martin,1,12826
loison-sous-lens,1,5457
roncq,1,13501
condom,1,6735
hersin-coupigny,1,6287
faverges-seythenex,1,7856
vieux-berquin,1,2547
saint-lary-soulan,1,860
samer,1,4639
sauvigny-le-bois,1,733
lacropte,1,664
saint-georges-haute-ville,1,1465
vaulx-vraucourt,1,1027
merdrignac,1,3165
vosnon,1,235
izon,1,5875
cugnaux,1,18197
gannay-sur-loire,1,413
ambon,1,1863
saint-fulgent,1,3923
huisseau-sur-cosson,1,2338
saint-manvieu-norrey,1,2040
montmartin-sur-mer,1,1382
mars-sur-allier,1,310
la chaize-giraud,1,1082
la madeleine-de-nonancourt,1,1169
essoyes,1,724
le thuit de l'oison,1,3670
fresselines,1,511
yenne,1,3012
raves,1,475
clarac,1,641
clarac,1,185
thierville-sur-meuse,1,3215
saint-sulpice-de-royan,1,3264
nandy,1,6107
lezay,1,2026
feigneux,1,441
sainte-gemme-la-plaine,1,2257
menucourt,1,5824
sorbiers,1,37
sorbiers,1,8103
dachstein,1,1823
lalanne-trie,1,116
penmarch,1,5361
gonfaron,1,4380
coudoux,1,3816
la tronche,1,6737
colombey-les-belles,1,1480
bourgneuf,1,1298
bourgneuf,1,692
chepy,1,442
pezou,1,1138
sainte-anne,1,42
sainte-anne,1,118
sainte-anne,1,473
sainte-anne,1,23951
sainte-anne,1,4356
lourdes,1,13692
marguerittes,1,8744
valence-en-poitou,1,4591
barberaz,1,4843
prades,1,1244
prades,1,33
prades,1,66
prades,1,6465
prades,1,134
la chapelle-saint-fray,1,448
vicq-sur-breuilh,1,1349
spay,1,2938
artas,1,1847
mauzac,1,1304
seingbouse,1,1865
muille-villette,1,843
saignes,1,850
saignes,1,79
saint-jean-de-liversay,1,2932
camaret-sur-aigues,1,4655
aubeterre-sur-dronne,1,387
spechbach,1,1378
campagnac,1,456
campagnac,1,154
corte,1,7563
jouy-le-moutier,1,16157
villard-sallet,1,295
morbecque,1,2581
andernos-les-bains,1,11897
zudausques,1,960
guiche,1,1001
grosville,1,808
saint-uze,1,2068
sarre-union,1,2867
ciry-salsogne,1,939
aumetz,1,2350
chavanay,1,2935
molac,1,1597
hayange,1,15972
saint-germain-en-laye,1,46570
saint-gilles-croix-de-vie,1,7879
rougemontiers,1,1067
moosch,1,1700
saint-symphorien-de-marmagne,1,857
sancey,1,1359
eydoche,1,546
kirrwiller,1,545
douvaine,1,6019
langeac,1,3742
barcelonnette,1,2800
gargas,1,694
gargas,1,3087
gignac-la-nerthe,1,9409
gouzeaucourt,1,1539
vittel,1,5216
steenbecque,1,1720
sainte-anne-sur-vilaine,1,1032
loos,1,22488
villeparisis,1,26429
muespach,1,912
charleval,1,2736
charleval,1,1810
chabottes,1,848
sornay,1,343
sornay,1,2074
saint-nicolas-de-la-taille,1,1590
erstein,1,10754
pouilly-en-auxois,1,1601
ardelles,1,203
lanvollon,1,1808
coursan,1,6001
maisse,1,2751
rouillac,1,3026
rouillac,1,397
limonest,1,3765
berlaimont,1,3166
saint-martin-de-fontenay,1,2579
brignoles,1,17532
oullins,1,26565
clapiers,1,5579
tubersent,1,541
la salvetat-sur-agout,1,1162
val-d'arc,1,2041
mesmont,1,96
mesmont,1,249
saint-aulaire,1,802
esmery-hallon,1,804
mont-saint-martin,1,76
mont-saint-martin,1,83
mont-saint-martin,1,83
mont-saint-martin,1,8917
saint-berthevin,1,7585
la roche-vineuse,1,1598
maraussan,1,4496
durrenbach,1,1097
valsonne,1,964
buysscheure,1,592
callac,1,2247
creissan,1,1386
ria-sirach,1,1355
saint-pierre-du-mont,1,81
saint-pierre-du-mont,1,9924
saint-pierre-du-mont,1,194
ville-la-grand,1,8919
cadours,1,1104
torcy-le-petit,1,86
torcy-le-petit,1,493
le mont-saint-adrien,1,674
soorts-hossegor,1,3670
la baume-de-transit,1,897
bischwiller,1,12663
montfort-sur-meu,1,6823
allogny,1,1039
vallenay,1,753
saint-nabord,1,4297
simiane-collongue,1,5687
graulhet,1,12856
saintes,1,26813
le montat,1,1154
saint-martin-de-bavel,1,443
coulobres,1,364
valbonne,1,13850
cheffois,1,994
chaponost,1,8888
issoudun,1,12199
salindres,1,3535
ambillou,1,1815
couzeix,1,9426
bellegarde-en-forez,1,2040
sainte-radegonde,1,1820
sainte-radegonde,1,591
sainte-radegonde,1,63
sainte-radegonde,1,186
sainte-radegonde,1,466
sainte-radegonde,1,156
brens,1,1193
brens,1,2368
damparis,1,2774
la tranche-sur-mer,1,2969
caluire-et-cuire,1,43816
villelongue-de-la-salanque,1,3289
montblanc,1,2899
muzillac,1,5139
richebourg,1,279
richebourg,1,2678
richebourg,1,1477
bailleul,1,15039
bailleul,1,625
bailleul,1,269
caissargues,1,4105
plouay,1,5797
houppeville,1,2830
juvisy-sur-orge,1,16795
naucelles,1,2080
villenoy,1,4935
chamoux-sur-gelon,1,958
vignes,1,462
arnas,1,3856
revin,1,6379
grenay,1,1626
grenay,1,6972
buhl-lorraine,1,1245
coise,1,791
saint-genis-de-saintonge,1,1295
clary,1,1108
lumbres,1,3701
bellegarde,1,7210
bellegarde,1,190
bellegarde,1,1703
genilac,1,3971
jouarre,1,4379
wolfgantzen,1,1069
loudes,1,942
redessan,1,4172
la broque,1,2750
caillac,1,620
abzac,1,485
abzac,1,1963
frontignan,1,22946
montguyon,1,1599
les cluses,1,245
bermerain,1,734
catillon-fumechon,1,541
grandparigny,1,2770
romagne,1,476
romagne,1,979
la neuville-aux-larris,1,172
jouhet,1,534
bousbecque,1,4877
ifs,1,11962
burnhaupt-le-haut,1,1847
la fresnais,1,2594
stiring-wendel,1,11742
thyez,1,6346
domont,1,15718
pont-de-salars,1,1695
montsoult,1,3516
gondrin,1,1226
eppeville,1,1834
le cheylard,1,3108
sausheim,1,5622
vitry-en-artois,1,4726
huningue,1,7326
villiers-le-morhier,1,1367
thevet-saint-julien,1,397
jarnages,1,463
lay-saint-christophe,1,2509
lembras,1,1178
aizenay,1,9665
sainte-gauburge-sainte-colombe,1,1102
allassac,1,4006
amettes,1,476
saint-seurin-de-cursac,1,791
la courneuve,1,43203
le cayrol,1,263
lavaur,1,72
lavaur,1,11229
drusenheim,1,5196
rougemont,1,157
rougemont,1,1156
chenevelles,1,476
vindry-sur-turdine,1,5226
bracieux,1,1324
miramas,1,26827
mainvilliers,1,11462
aillevillers-et-lyaumont,1,1661
seur,1,496
la ricamarie,1,7955
beaulon,1,1675
saint-martin-sur-cojeul,1,214
le chambon-feugerolles,1,12408
saint-michel-de-rieufret,1,793
domancy,1,2186
doumy,1,312
le passage,1,835
le passage,1,9732
marckolsheim,1,4215
san-giuliano,1,732
rozay-en-brie,1,2862
montgru-saint-hilaire,1,33
mareuil-sur-arnon,1,542
soultz-haut-rhin,1,7204
montaigut-le-blanc,1,415
montaigut-le-blanc,1,878
fouesnant,1,9887
proville,1,3238
montricoux,1,1218
longeau-percey,1,762
montbard,1,5282
landrecies,1,3590
gueugnon,1,7196
talant,1,11924
saint-pierre-de-chandieu,1,4578
bas-en-basset,1,4432
selles,1,471
selles,1,406
selles,1,336
selles,1,211
avelin,1,2724
sallanches,1,16603
bretteville-sur-laize,1,1901
viry-noureuil,1,1743
redon,1,9810
irigny,1,8740
la gacilly,1,4055
montesson,1,15289
montaudin,1,923
picauville,1,3317
fontcouverte-la-toussuire,1,524
beauchamp,1,8775
martel,1,1647
pont-à-mousson,1,14446
is-sur-tille,1,4458
genay,1,384
genay,1,5574
saint-genis-laval,1,21695
arros-de-nay,1,805
sundhoffen,1,1995
chef-haut,1,48
rion-des-landes,1,3029
plescop,1,6022
montigny-sur-aube,1,268
vasles,1,1686
bapaume,1,4202
chilleurs-aux-bois,1,2025
mervans,1,1518
saint-bonnet-de-joux,1,778
parempuyre,1,8789
les ulis,1,25361
fleury-sur-orne,1,4985
wittelsheim,1,10517
froissy,1,899
benfeld,1,5849
igney,1,130
